prediction,actual
5.00704268499473,4.0
4.98488380893329,3.5
5.051341914974245,3.8
5.201966354094537,4.1
5.527244934283289,3.8
4.990109765373262,3.7
5.00065683706859,3.8
5.322333553277048,3.8
5.138910198055299,3.3
5.202724137745889,3.3
5.346883022628816,3.4
5.378793695412668,3.5
5.2045838026628815,3.4
5.102149554930719,3.5
5.186417096696886,3.6
5.086653062544855,3.6
5.347170883260759,3.8
5.506486677967104,3.8
5.188083657465967,3.3
5.133777984820398,3.7
5.409136885248216,3.9
5.145599537931474,3.9
5.317335778318437,3.6
5.3313262252436004,3.9
5.44298286124328,3.5
5.251827159367593,3.4
5.397887313209566,3.7
5.482405164681467,3.4
5.46167085453132,4.1
5.353753381811174,3.9
5.661313304148706,3.7
5.2445302395449005,3.6
5.395684042416605,3.1
5.144466930471452,3.9
5.4300842671022735,3.9
5.398595774017366,3.8
5.448195108614954,3.8
5.482839175902399,3.7
5.315303334437402,3.8
5.484464505158456,3.7
5.2870248494968735,3.3
5.525237464748415,3.4
5.4903102008924805,3.9
5.121772789798769,3.9
5.435749107442888,3.8
5.47619884594539,3.7
5.207689629338773,4.2
5.260564790509733,4.0
5.580759131752046,3.7
5.308980280004533,3.6
5.315036044858488,3.6
5.162587636552843,3.6
5.702099719487222,3.6
5.49584167584041,3.6
5.658544087253603,3.4
5.475194686494859,3.5
5.563267090760263,3.9
5.425070279680284,3.9
5.406478577695879,3.9
5.629371309124025,3.9
5.575206631265672,4.1
5.528617226921114,3.6
5.507469245635065,3.4
5.383539372526201,3.7
5.994284742914232,3.9
5.518033483468088,3.9
5.675795727811845,3.5
5.541217052780183,3.2
5.6046057580337845,3.7
5.4579821763859115,3.7
5.59421237691501,4.0
5.493574955903085,3.6
5.529793748103174,3.6
5.490067162953409,3.3
5.599938371621164,3.4
5.624400728784593,3.2
5.547759973846468,3.4
5.461341844342741,6.9
5.470202335558923,3.7
5.644534455083402,3.8
5.384939478181394,3.5
5.350238451205286,3.1
5.663740703307184,3.6
5.501081751130613,3.6
5.3400696678386055,3.6
5.385701277695688,3.8
5.547971488379034,3.3
5.253920526646169,3.5
5.51737373455623,3.6
5.383217723511251,3.6
5.344363675855192,4.4
5.989440025232824,4.1
5.066755609057935,3.9
5.559489951871427,3.5
5.823354379676374,3.4
5.6654717264995895,3.6
5.630111360393556,3.3
5.904937693320306,3.5
6.052841701947244,3.7
5.471394845686945,3.6
5.505923697196039,3.5
5.918557235442194,3.7
5.7491097240076385,4.1
5.477017754159959,3.6
5.83908978983024,3.6
5.528564536415132,3.7
5.538128280483278,3.5
5.541851484619173,3.9
5.521452316485437,3.9
5.25644519313434,3.5
5.779481583677324,3.6
5.534931534372362,3.0
5.761367001973184,3.2
5.354208098195585,3.6
5.470336788736375,3.0
5.873431661568674,6.3
6.0092688439712845,3.8
5.747810230992826,2.9
5.900780656777414,3.4
5.995141813002618,2.8
5.51680445059398,2.5
6.149087020598444,2.7
5.77245900168279,3.9
5.732073084853681,2.6
6.0885673104153,3.2
6.511454486690553,3.6
6.845492043934854,3.4
6.184129500232729,3.8
6.124859699450525,5.1
6.332771190844568,3.1
6.2422481118069015,3.9
7.32895233615497,3.1
6.574488842330965,6.6
6.630261489592584,3.3
7.10682306572059,3.9
6.31849935039142,3.8
7.815312230430635,3.6
6.804726981960329,3.6
7.776797646127733,5.2
8.151428380452188,4.8
7.232728862606081,4.2
8.21862148626903,3.5
8.006376349769624,4.6
7.722814956151041,3.8
8.22669611259559,5.0
7.224452966295274,3.0
7.387506180845293,4.9
7.320650452219041,3.5
7.312903785549196,6.2
7.468213447772058,3.2
7.217198425375017,3.5
7.672051513038667,3.2
7.57857377215484,3.1
7.523970568023714,3.3
7.276861587010416,5.3
6.987487041793855,3.2
7.219905131898912,4.6
6.577305251203569,4.0
7.42811849101642,3.6
7.547878587089571,3.7
7.123931595526727,3.7
8.12318448110679,3.4
7.124707513891252,5.0
8.198877507291826,4.7
8.131421544991525,5.4
8.210594424448999,2.8
7.5283321826086365,4.9
8.761250519596132,3.3
8.691462987504991,3.8
7.801750430308374,3.9
7.867227339588197,3.3
6.370974504791292,4.7
7.738448375307115,9.3
9.004283541284593,11.3
7.625243583165201,7.3
8.440346160374673,9.6
9.192436927400621,11.2
11.32425176485637,11.5
9.582968914352449,10.9
8.79700499161342,6.5
9.590994890250357,5.1
8.895665490470918,3.7
9.336840012513193,3.9
10.78877373918155,6.2
10.358332866273912,7.6
10.416895741067918,1.3
11.574384653411897,2.2
10.323913836322816,6.3
10.396267512284311,5.9
11.25763531907657,3.7
11.079266095005067,6.4
10.46226448699096,5.9
10.9184604673014,11.4
11.346310892544778,4.1
11.128141337476762,14.6
12.583370023809465,7.2
12.150751614414247,6.7
13.979154938303026,8.7
15.76208239182094,8.9
14.41181223972896,6.9
12.312186160527261,3.8
13.654414856277498,12.9
13.465257757745775,13.3
14.27279999240497,9.6
14.602848017059358,6.1
14.25493865593532,4.8
14.879439556442293,6.1
17.17789443715671,5.1
17.133540773235353,4.6
16.825343572937044,6.8
16.586487704359087,7.2
15.569169157587083,6.6
17.994365626417192,8.1
20.202657395444902,6.5
20.88755121215442,7.6
19.269970857940706,4.9
17.929397517286333,2.9
19.210855120264085,3.4
17.981798046670946,7.6
17.802108162485155,3.6
19.07354142650226,4.4
20.978623980127367,9.5
19.473522507988008,4.8
16.040697866521867,12.7
16.79742076381305,12.1
16.37437259539226,14.5
15.34097602351764,15.8
14.85232593997577,18.6
16.747631066881212,14.8
17.35365110024074,13.4
16.26420139654735,8.9
13.074884885393175,7.9
17.329084956489595,7.3
17.72376107557872,5.1
18.05845349415401,3.9
16.346858823143037,6.4
16.720296823822054,6.6
16.09362911566356,6.5
15.655634426914247,10.0
15.734785938106569,5.9
15.043867879949602,3.3
16.306322747312578,3.0
15.779839598976167,5.2
16.54785787447551,6.3
14.427782887064012,9.0
15.440435522638353,5.0
13.613734298788103,8.3
14.949245297752412,3.2
16.49191048129657,1.7
15.760489755712541,2.7
15.60923039301494,1.4
14.97324919088939,1.8
13.525219285331758,0.4
14.196484172187837,0.9
12.775410675846132,3.3
13.824136519275697,3.2
12.209999078355821,1.4
12.627274805151018,1.9
12.388009393058809,1.1
13.521347367607149,4.3
12.92744761093715,6.8
12.383228385292085,5.4
12.814751350723299,6.1
13.16305916889766,3.5
14.728373789630922,3.3
16.293794178806337,3.7
15.717568868242296,2.0
15.02020444854358,3.0
14.245981240116151,3.6
14.76978730543712,3.2
14.398652547441515,3.1
14.949089014373811,6.6
12.60466648026565,6.0
14.036263280950578,2.9
13.114108168922456,4.0
13.41035439952472,5.5
12.163541638694795,5.5
12.007382386766466,8.4
11.046624386154207,6.6
12.197002404771837,7.1
12.655819737754854,6.9
12.623164111219438,5.1
12.939459705196413,6.0
14.964561426483186,7.4
13.307858609996828,6.3
13.778526925884279,5.4
11.84970417007068,5.9
11.74393361195186,3.5
10.541725554905923,2.5
11.41274524613479,2.4
12.366881215415987,3.3
11.874633395515474,4.1
11.090710335813554,2.7
12.008620405040773,2.0
12.79716574534038,3.6
11.760225230299028,1.2
11.477726885520013,1.5
12.107101970754655,1.6
11.692731419049295,2.4
10.85898538812259,3.3
12.776586854301485,1.5
12.763108247362169,3.9
12.63499134167293,3.0
13.188629054866823,4.1
12.661554568849596,4.8
12.0952392457352,5.2
15.2645265398846,3.4
15.432833218418153,3.5
14.070124232612642,8.8
12.868247264467271,8.0
12.26930313690761,4.9
13.939834827028307,4.0
14.567674451910051,5.0
13.82185103877643,3.5
12.899615430675539,4.7
11.848252528749498,5.5
12.083226317010912,12.6
11.461354726396593,9.1
13.105493211589845,9.9
12.072377794824632,4.5
11.638446563325914,4.8
10.815493190132173,5.9
11.467585214816125,9.6
10.675045603357347,9.1
12.029560589633974,9.9
10.991561585508379,5.9
12.187295341335329,5.6
