prediction,actual
9.607883923094835,9.9
11.308016794531104,10.4
11.751338512451943,10.3
11.317669429842217,9.3
11.011662648319989,9.1
10.797481333954371,9.9
10.70246546781936,9.9
10.981110814509828,11.4
10.322868489776306,10.8
10.908836424573304,9.3
10.817999932945208,10.3
10.595582349118581,9.7
10.991450196375178,9.8
10.73064733229395,9.3
10.820840852554364,10.3
11.270656219451519,8.7
10.560423974870146,10.8
10.299408852332432,9.2
10.35253610729343,9.2
10.779782847791024,9.2
10.774026769987428,10.0
10.64411924412999,9.5
11.00573439049638,9.6
10.494257241598143,9.7
10.941856216805059,9.6
10.56037002976708,9.3
10.898591203099011,8.9
10.83552735518,9.3
11.245587457072356,9.1
11.111680918807702,9.7
10.330270869778952,10.0
11.22636024870701,10.8
11.272507146695645,9.6
11.91105096116108,10.2
11.194494274767465,9.9
11.107999954823867,10.1
10.588764786927285,9.7
11.149549729012335,9.8
11.082745524285897,9.9
10.790456036955817,9.2
10.479711357858278,12.9
11.324536220916219,9.1
10.746282254620093,8.8
10.840652419452477,9.5
10.59503468848447,10.1
10.427781941983165,9.0
10.019923208632562,8.9
10.175104935445816,9.3
9.896195625507644,9.4
10.0254317540534,9.4
9.742741383545663,9.7
10.104612804449895,8.3
10.437800721175657,9.2
10.288426750996488,9.0
10.390980315828466,8.7
10.329038364214222,8.9
9.467074033314306,9.2
9.593057777041283,9.8
9.500130455983397,9.8
10.011333348029583,9.0
9.741347183105121,9.0
9.916519777092999,9.6
9.607221732811196,9.8
10.00012519816127,9.1
9.92545568077358,11.4
9.802522893686612,10.8
9.04099251904476,9.4
8.994467482190526,9.7
9.12379834173576,10.6
8.885696684859806,9.2
9.710618818918856,9.3
9.80182947650669,9.7
9.878704235321536,8.8
10.158477789958596,10.1
9.63797594904581,8.7
9.604349287727835,8.3
9.038673235196386,8.8
9.084894873809455,8.1
9.602456234268596,9.6
8.906271456441816,9.1
9.059968263515545,9.3
8.930781479230083,9.2
8.867733532490005,9.4
8.94363879179746,9.8
8.923276795622227,9.5
8.870540488588537,9.1
9.014307154065222,8.8
8.829705430329305,10.3
9.218978210852065,9.1
9.064805353544784,8.6
9.083262816312477,8.2
8.961817290257148,9.0
9.269399242724585,8.3
9.271964323235228,9.4
9.25291649347037,10.5
9.040753520721633,9.6
9.174112889567192,10.4
9.477755283092188,11.3
8.819248603027885,15.5
8.530737664939968,14.7
8.550268988020653,14.3
8.421958455820768,12.9
8.069594996790126,13.6
8.378452998621139,14.7
8.194957936105933,14.0
8.26500322246648,12.0
7.91040714573492,12.5
8.326835017860423,18.0
7.683147896042959,14.2
8.00515298246158,14.3
8.16240912981903,13.8
8.09460558490705,14.2
7.95001352032464,9.4
7.632245016565435,11.0
8.189986943332428,11.1
8.617383388802352,9.7
7.8323377606379605,9.8
7.954765094519784,13.9
8.106640371205804,12.2
7.842614428372462,9.9
8.158015592098996,11.9
7.897191751828398,11.3
7.767476704785093,11.3
7.886346318758935,14.0
8.115386758116902,13.2
7.664920987270417,12.9
8.194355453935074,14.5
7.884558832993064,13.9
7.6731930732302365,14.3
7.5770801495930575,12.1
8.041203380218022,14.1
8.139958045616906,14.2
8.116728884743571,17.3
8.192041815080904,16.0
9.240082194108473,15.8
8.636104356995679,19.5
8.532827642510618,15.8
9.711640552658388,22.6
8.970214677008506,15.8
8.986416046400983,14.1
9.291516097777638,16.0
8.201423022061888,16.4
8.906372696714044,17.2
9.329692190904936,15.1
8.876694626024744,15.3
8.867263368170939,16.0
9.217738225812145,17.4
8.516886362977115,19.4
8.67183261866479,18.9
9.602637495913196,17.4
8.390499018354948,16.5
7.865423267331862,23.4
8.246822773722101,17.6
8.603925575887672,21.3
8.393929945701856,20.6
9.125968212596462,17.1
8.797322463478142,18.5
8.904131085112457,17.9
9.176988390223048,19.4
9.271860413331954,20.0
9.059558094371003,19.6
9.953041292231262,16.2
9.554182172452158,20.2
9.354825974425893,19.2
9.80394253961569,22.9
9.57525456820261,21.7
9.056170784233379,20.2
8.867927425011038,22.7
9.320293617618026,21.3
9.013247383256148,21.8
9.155621471993063,25.0
9.440425639038644,23.2
9.795439436604916,22.2
8.951655276621615,19.6
9.555174308078428,22.6
9.160019277460528,17.8
9.251842753664729,21.3
11.337304228362363,18.7
9.976301209529758,32.5
9.016179878384339,24.6
9.7169455432176,21.5
9.822254713507041,22.5
9.373321463482375,23.9
9.851914122134408,24.9
10.500346322680178,25.3
9.038953018549654,25.7
9.442256207391333,25.4
9.058291777281562,29.5
9.448318262099798,26.7
9.378311186959488,20.8
11.53143531486436,21.7
9.580451131517645,23.8
9.549064578795974,24.0
9.69541396917472,20.7
9.704656824563425,25.1
9.84481124540137,20.1
11.690517119117924,25.4
9.091334335064271,22.4
9.335743040365,22.3
9.44812854949188,24.0
10.411862796251409,23.3
9.656912191600563,22.0
9.858297370238882,21.1
11.205668368427803,22.7
10.010047957554542,20.4
9.906039904741911,20.2
11.304335444133738,21.5
10.56994124302241,21.8
10.176719101730018,23.2
10.346880088160294,22.3
10.640714387351135,26.7
10.503697340615371,21.1
10.442858152541948,27.6
10.968432600692406,21.4
11.212920143558943,21.8
11.079453832032872,22.6
11.213019418294747,19.3
