,000000000f4919c9events,000000000f4919c9places,0000000019fb59c4events,0000000019fb59c4places,00000000342570c2events,00000000342570c2places,0000000038bf9618events,0000000038bf9618places,0000000038d83d41events,0000000038d83d41places,0000000053c6c2beevents,0000000053c6c2beplaces,000000006b087f40events,000000006b087f40places,000000007b5207b6events,000000007b5207b6places,00000000a53ed894events,00000000a53ed894places,00000000aa852af1events,00000000aa852af1places,00000000afef4555events,00000000afef4555places,00000000fb7600beevents,00000000fb7600beplaces,00000000fdda10feevents,00000000fdda10feplaces,00000000fffb8cf0events,00000000fffb8cf0places
1618,11,0,0,0,0,0,0,0,8,0,0,0,12,0,4,0,0,0,10,0,13,0,8,0,13,0,2,0
1619,11,0,0,0,0,0,0,0,8,0,0,0,12,0,4,0,0,0,10,0,13,0,8,0,13,0,2,0
1620,11,0,0,0,0,0,0,0,8,0,0,0,12,0,4,0,0,0,10,0,13,0,8,0,13,0,2,0
1621,11,0,0,0,0,0,0,0,8,0,0,0,12,0,4,0,0,0,10,0,13,0,8,0,13,0,2,0
1622,11,0,0,0,0,0,0,0,8,0,0,0,12,0,4,0,0,0,10,0,13,0,8,0,13,0,2,0
1623,11,0,0,0,0,0,0,0,8,0,0,0,12,0,4,0,0,0,10,0,13,0,8,0,13,0,2,0
1624,11,0,0,0,0,0,0,0,8,0,0,0,12,0,4,0,0,0,10,0,13,0,8,0,13,0,2,0
1625,11,0,0,0,0,0,0,0,8,0,0,0,12,0,4,0,0,0,10,0,13,0,8,0,13,0,2,0
1626,11,0,0,0,0,0,0,0,8,0,0,0,12,0,4,0,0,0,10,0,13,0,8,0,13,0,2,0
1627,11,0,0,0,0,0,0,0,8,0,0,0,12,0,4,0,0,0,10,0,13,0,8,0,13,0,2,0
1628,11,0,0,0,0,0,0,0,8,0,0,0,12,0,4,0,0,0,10,0,13,0,8,0,13,0,2,0
1629,11,0,0,0,0,0,0,0,8,0,0,0,12,0,4,0,0,0,10,0,13,0,8,0,13,0,2,0
1630,11,0,0,0,0,0,0,0,8,0,0,0,12,0,4,0,0,0,10,0,13,0,8,0,13,0,2,0
1631,11,0,0,0,0,0,0,0,8,0,0,0,12,0,4,0,0,0,10,0,13,0,8,0,13,0,2,0
1632,11,0,0,0,0,0,0,0,8,0,0,0,12,0,4,0,0,0,10,0,13,0,8,0,13,0,2,0
1633,11,0,0,0,0,0,0,0,8,0,0,0,12,0,4,0,0,0,10,0,13,0,8,0,13,0,2,0
1634,11,0,0,0,0,0,0,0,8,0,0,0,12,0,4,0,0,0,10,0,13,0,8,0,13,0,2,0
1635,11,0,0,0,0,0,0,0,8,0,0,0,12,0,4,0,0,0,10,0,13,0,8,0,13,0,2,0
1636,11,0,0,0,0,0,0,0,8,0,0,0,12,0,4,0,0,0,10,0,13,0,8,0,13,0,2,0
1637,11,0,0,0,0,0,0,0,8,0,0,0,12,0,4,0,0,0,10,0,13,0,8,0,13,0,2,0
1638,11,0,0,0,0,0,0,0,8,0,0,0,12,0,4,0,0,0,10,0,13,0,8,0,13,0,2,0
1639,11,0,0,0,0,0,0,0,8,0,0,0,12,0,4,0,0,0,10,0,13,0,8,0,13,0,2,0
1640,11,0,0,0,0,0,0,0,8,0,0,0,12,0,4,0,0,0,10,0,13,0,8,0,13,0,2,0
1641,11,0,0,0,0,0,0,0,8,0,0,0,12,0,4,0,0,0,10,0,13,0,8,0,13,0,2,0
1642,11,0,0,0,0,0,0,0,8,0,0,0,12,0,4,0,0,0,10,0,13,0,8,0,13,0,2,0
1643,11,0,0,0,0,0,0,0,8,0,0,0,12,0,4,0,0,0,10,0,13,0,8,0,13,0,2,0
1644,11,0,0,0,0,0,0,0,8,0,0,0,12,0,4,0,0,0,10,0,13,0,8,0,13,0,2,0
1645,11,0,0,0,0,0,0,0,8,0,0,0,12,0,4,0,0,0,10,0,13,0,8,0,13,0,2,0
1646,11,0,0,0,0,0,0,0,8,0,0,0,12,0,4,0,0,0,10,0,13,0,8,0,13,0,2,0
1647,11,0,0,0,0,0,0,0,8,0,0,0,12,0,4,0,0,0,10,0,13,0,8,0,13,0,2,0
1648,11,0,0,0,0,0,0,0,8,0,0,0,12,0,4,0,0,0,10,0,13,0,8,0,13,0,2,0
1649,11,0,0,0,0,0,0,0,8,0,0,0,12,0,4,0,0,0,10,0,13,0,8,0,13,0,2,0
1650,11,0,0,0,0,0,0,0,8,0,0,0,12,0,4,0,0,0,10,0,13,0,8,0,13,0,2,0
1651,11,0,0,0,0,0,0,0,8,0,0,0,12,0,4,0,0,0,10,0,13,0,8,0,13,0,2,0
1652,11,0,0,0,0,0,0,0,8,0,0,0,12,0,4,0,0,0,10,0,13,0,8,0,13,0,2,0
1653,11,0,0,0,0,0,0,0,8,0,0,0,12,0,4,0,0,0,10,0,13,0,8,0,13,0,2,0
1654,11,0,0,0,0,0,0,0,8,0,0,0,12,0,4,0,0,0,10,0,13,0,8,0,13,0,2,0
1655,11,0,0,0,0,0,0,0,8,0,0,0,12,0,4,0,0,0,10,0,13,0,8,0,13,0,2,0
1656,11,0,0,0,0,0,0,0,8,0,0,0,12,0,4,0,0,0,10,0,13,0,8,0,13,0,2,0
1657,11,0,0,0,0,0,0,0,8,0,0,0,12,0,4,0,0,0,10,0,13,0,8,0,13,0,2,0
1658,11,0,0,0,0,0,0,0,8,0,0,0,12,0,4,0,0,0,10,0,13,0,8,0,13,0,2,0
1659,11,0,0,0,0,0,0,0,8,0,0,0,12,0,4,0,0,0,10,0,13,0,8,0,13,0,2,0
1660,11,0,0,0,0,0,0,0,8,0,0,0,12,0,4,0,0,0,10,0,13,0,8,0,13,0,2,0
1661,11,0,0,0,0,0,0,0,8,0,0,0,12,0,4,0,0,0,10,0,13,0,8,0,13,0,2,0
1662,11,0,0,0,0,0,0,0,8,0,0,0,12,0,4,0,0,0,10,0,13,0,8,0,13,0,2,0
1663,11,0,0,0,0,0,0,0,8,0,0,0,12,0,4,0,0,0,10,0,13,0,8,0,13,0,2,0
1664,11,0,0,0,0,0,0,0,8,0,0,0,12,0,4,0,0,0,10,0,13,0,8,0,13,0,2,0
1665,11,0,0,0,0,0,0,0,8,0,0,0,12,0,4,0,0,0,10,0,13,0,8,0,13,0,2,0
1666,11,0,0,0,0,0,0,0,8,0,0,0,12,0,4,0,0,0,10,0,13,0,8,0,13,0,2,0
1667,11,0,0,0,0,0,0,0,8,0,0,0,12,0,4,0,0,0,10,0,13,0,8,0,13,0,2,0
1668,11,0,0,0,0,0,0,0,8,0,0,0,12,0,4,0,0,0,10,0,13,0,8,0,13,0,2,0
1669,11,0,0,0,0,0,0,0,8,0,0,0,12,0,4,0,0,0,10,0,13,0,8,0,13,0,2,0
1670,11,0,0,0,0,0,0,0,8,0,0,0,12,0,4,0,0,0,10,0,13,0,8,0,13,0,2,0
1671,11,0,0,0,0,0,0,0,8,0,0,0,12,0,4,0,0,0,10,0,13,0,8,0,13,0,2,0
1672,11,0,0,0,0,0,0,0,8,0,0,0,12,0,4,0,0,0,10,0,13,0,8,0,13,0,2,0
1673,11,0,0,0,0,0,0,0,8,0,0,0,12,0,4,0,0,0,10,0,13,0,8,0,13,0,2,0
1674,11,0,0,0,0,0,0,0,8,0,0,0,12,0,4,0,0,0,10,0,13,0,8,0,13,0,2,0
1675,11,0,0,0,0,0,0,0,8,0,0,0,12,0,4,0,0,0,10,0,13,0,8,0,13,0,2,0
1676,11,0,0,0,0,0,0,0,8,0,0,0,12,0,4,0,0,0,10,0,13,0,8,0,13,0,2,0
1677,11,0,0,0,0,0,0,0,8,0,0,0,12,0,4,0,0,0,10,0,13,0,8,0,13,0,2,0
1678,11,0,0,0,0,0,0,0,8,0,0,0,12,0,4,0,0,0,10,0,13,0,8,0,13,0,2,0
1679,11,0,0,0,0,0,0,0,8,0,0,0,12,0,4,0,0,0,10,0,13,0,8,0,13,0,2,0
1680,11,0,0,0,0,0,0,0,8,0,0,0,12,0,4,0,0,0,10,0,13,0,8,0,13,0,2,0
1681,11,0,0,0,0,0,0,0,8,0,0,0,12,0,4,0,0,0,10,0,13,0,8,0,13,0,2,0
1682,11,0,0,0,0,0,0,0,8,0,0,0,12,0,4,0,0,0,10,0,13,0,8,0,13,0,2,0
1683,11,0,0,0,0,0,0,0,8,0,0,0,12,0,4,0,0,0,10,0,13,0,8,0,13,0,2,0
1684,11,0,0,0,0,0,0,0,8,0,0,0,12,0,4,0,0,0,10,0,13,0,8,0,13,0,2,0
1685,11,0,0,0,0,0,0,0,8,0,0,0,12,0,4,0,0,0,10,0,13,0,8,0,13,0,2,0
1686,11,0,0,0,0,0,0,0,8,0,0,0,12,0,4,0,0,0,10,0,13,0,8,0,13,0,2,0
1687,11,0,0,0,0,0,0,0,8,0,0,0,12,0,4,0,0,0,10,0,13,0,8,0,13,0,2,0
1688,11,0,0,0,0,0,0,0,8,0,0,0,12,0,4,0,0,0,10,0,13,0,8,0,13,0,2,0
1689,11,0,0,0,0,0,0,0,8,0,0,0,12,0,4,0,0,0,10,0,13,0,8,0,13,0,2,0
1690,11,0,0,0,0,0,0,0,8,0,0,0,12,0,4,0,0,0,10,0,13,0,8,0,13,0,2,0
1691,11,0,0,0,0,0,0,0,8,0,0,0,12,0,4,0,0,0,10,0,13,0,8,0,13,0,2,0
1692,11,0,0,0,0,0,0,0,8,0,0,0,12,0,4,0,0,0,10,0,13,0,8,0,13,0,2,0
1693,11,0,0,0,0,0,0,0,8,0,0,0,12,0,4,0,0,0,10,0,13,0,8,0,13,0,2,0
1694,11,0,0,0,0,0,0,0,8,0,0,0,12,0,4,0,0,0,10,0,13,0,8,0,13,0,2,0
1695,11,0,0,0,0,0,0,0,8,0,0,0,12,0,4,0,0,0,10,0,13,0,8,0,13,0,2,0
1696,11,0,0,0,0,0,0,0,8,0,0,0,12,0,4,0,0,0,10,0,13,0,8,0,13,0,2,0
1697,11,0,0,0,0,0,0,0,8,0,0,0,12,0,4,0,0,0,10,0,13,0,8,0,13,0,2,0
1698,11,0,0,0,0,0,0,0,8,0,0,0,12,0,4,0,0,0,10,0,13,0,8,0,13,0,2,0
1699,11,0,0,0,0,0,0,0,8,0,0,0,12,0,4,0,0,0,10,0,13,0,8,0,13,0,2,0
1700,11,0,0,0,0,0,0,0,8,0,0,0,12,0,4,0,0,0,10,0,13,0,8,0,13,0,2,0
1701,11,0,0,0,0,0,0,0,8,0,0,0,12,0,4,0,0,0,10,0,13,0,8,0,13,0,2,0
1702,11,0,0,0,0,0,0,0,8,0,0,0,12,0,4,0,0,0,10,0,13,0,8,0,13,0,2,0
1703,11,0,0,0,0,0,0,0,8,0,0,0,12,0,4,0,0,0,10,0,13,0,8,0,13,0,2,0
1704,11,0,0,0,0,0,0,0,8,0,0,0,12,0,4,0,0,0,10,0,13,0,8,0,13,0,2,0
1705,11,0,0,0,0,0,0,0,8,0,0,0,12,0,4,0,0,0,10,0,13,0,8,0,13,0,2,0
1706,11,0,0,0,0,0,0,0,8,0,0,0,12,0,4,0,0,0,10,0,13,0,8,0,13,0,2,0
1707,11,0,0,0,0,0,0,0,8,0,0,0,12,0,4,0,0,0,10,0,13,0,8,0,13,0,2,0
1708,11,0,0,0,0,0,0,0,8,0,0,0,12,0,4,0,0,0,10,0,13,0,8,0,13,0,2,0
1709,11,0,0,0,0,0,0,0,8,0,0,0,12,0,4,0,0,0,10,0,13,0,8,0,13,0,2,0
1710,11,0,0,0,0,0,0,0,8,0,0,0,12,0,4,0,0,0,10,0,13,0,8,0,13,0,2,0
1711,11,0,0,0,0,0,0,0,8,0,0,0,12,0,4,0,0,0,10,0,13,0,8,0,13,0,2,0
1712,11,0,0,0,0,0,0,0,8,0,0,0,12,0,4,0,0,0,10,0,13,0,8,0,13,0,2,0
1713,11,0,0,0,0,0,0,0,8,0,0,0,12,0,4,0,0,0,10,0,13,0,8,0,13,0,2,0
1714,11,0,0,0,0,0,0,0,8,0,0,0,12,0,4,0,0,0,10,0,13,0,8,0,13,0,2,0
1715,11,0,0,0,0,0,0,0,8,0,0,0,12,0,4,0,0,0,10,0,13,0,8,0,13,0,2,0
1716,11,0,0,0,0,0,0,0,8,0,0,0,12,0,4,0,0,0,10,0,13,0,8,0,13,0,2,0
1717,11,0,0,0,0,0,0,0,8,0,0,0,12,0,4,0,0,0,10,0,13,0,8,0,13,0,2,0
1718,11,0,0,0,0,0,0,0,8,0,0,0,12,0,4,0,0,0,10,0,13,0,8,0,13,0,2,0
1719,11,0,0,0,0,0,0,0,8,0,0,0,12,0,4,0,0,0,10,0,13,0,8,0,13,0,2,0
1720,11,0,0,0,0,0,0,0,8,0,0,0,12,0,4,0,0,0,10,0,13,0,8,0,13,0,2,0
1721,11,0,0,0,0,0,0,0,8,0,0,0,12,0,4,0,0,0,10,0,13,0,8,0,13,0,2,0
1722,11,0,0,0,0,0,0,0,8,0,0,0,12,0,4,0,0,0,10,0,13,0,8,0,13,0,2,0
1723,11,0,0,0,0,0,0,0,8,0,0,0,12,0,4,0,0,0,10,0,13,0,8,0,13,0,2,0
1724,11,0,0,0,0,0,0,0,8,0,0,0,12,0,4,0,0,0,10,0,13,0,8,0,13,0,2,0
1725,11,0,0,0,0,0,0,0,8,0,0,0,12,0,4,0,0,0,10,0,13,0,8,0,13,0,2,0
1726,11,0,0,0,0,0,0,0,8,0,0,0,12,0,4,0,0,0,10,0,13,0,8,0,13,0,2,0
1727,11,0,0,0,0,0,0,0,8,0,0,0,12,0,4,0,0,0,10,0,13,0,8,0,13,0,2,0
1728,11,0,0,0,0,0,0,0,8,0,0,0,12,0,4,0,0,0,10,0,13,0,8,0,13,0,2,0
1729,11,0,0,0,0,0,0,0,8,0,0,0,12,0,4,0,0,0,10,0,13,0,8,0,13,0,2,0
1730,11,0,0,0,0,0,0,0,8,0,0,0,12,0,4,0,0,0,10,0,13,0,8,0,13,0,2,0
1731,11,0,0,0,0,0,0,0,8,0,0,0,12,0,4,0,0,0,10,0,13,0,8,0,13,0,2,0
1732,11,0,0,0,0,0,0,0,8,0,0,0,12,0,4,0,0,0,10,0,13,0,8,0,13,0,2,0
1733,11,0,0,0,0,0,0,0,8,0,0,0,12,0,4,0,0,0,10,0,13,0,8,0,13,0,2,0
1734,11,0,0,0,0,0,0,0,8,0,0,0,12,0,4,0,0,0,10,0,13,0,8,0,13,0,2,0
1735,11,0,0,0,0,0,0,0,8,0,0,0,12,0,4,0,0,0,10,0,13,0,8,0,13,0,2,0
1736,11,0,0,0,0,0,0,0,8,0,0,0,12,0,4,0,0,0,10,0,13,0,8,0,13,0,2,0
1737,11,0,0,0,0,0,0,0,8,0,0,0,12,0,4,0,0,0,10,0,13,0,8,0,13,0,2,0
1738,11,0,0,0,0,0,0,0,8,0,0,0,12,0,4,0,0,0,10,0,13,0,8,0,13,0,2,0
1739,11,0,0,0,0,0,0,0,8,0,0,0,12,0,4,0,0,0,10,0,13,0,8,0,13,0,2,0
1740,11,0,0,0,0,0,0,0,8,0,0,0,12,0,4,0,0,0,10,0,13,0,8,0,13,0,2,0
1741,11,0,0,0,0,0,0,0,8,0,0,0,12,0,4,0,0,0,10,0,13,0,8,0,13,0,2,0
1742,11,0,0,0,0,0,0,0,8,0,0,0,12,0,4,0,0,0,10,0,13,0,8,0,13,0,2,0
1743,11,0,0,0,0,0,0,0,8,0,0,0,12,0,4,0,0,0,10,0,13,0,8,0,13,0,2,0
1744,11,0,0,0,0,0,0,0,8,0,0,0,12,0,4,0,0,0,10,0,13,0,8,0,13,0,2,0
1745,11,0,0,0,0,0,0,0,8,0,0,0,12,0,4,0,0,0,10,0,13,0,8,0,13,0,2,0
1746,11,0,0,0,0,0,0,0,8,0,0,0,12,0,4,0,0,0,10,0,13,0,8,0,13,0,2,0
1747,11,0,0,0,0,0,0,0,8,0,0,0,12,0,4,0,0,0,10,0,13,0,8,0,13,0,2,0
1748,11,0,0,0,0,0,0,0,8,0,0,0,12,0,4,0,0,0,10,0,13,0,8,0,13,0,2,0
1749,11,0,0,0,0,0,0,0,8,0,0,0,12,0,4,0,0,0,10,0,13,0,8,0,13,0,2,0
1750,11,0,0,0,0,0,0,0,8,0,0,0,12,0,4,0,0,0,10,0,13,0,8,0,13,0,2,0
1751,11,0,0,0,0,0,0,0,8,0,0,0,12,0,4,0,0,0,10,0,13,0,8,0,13,0,2,0
1752,11,0,0,0,0,0,0,0,8,0,0,0,12,0,4,0,0,0,10,0,13,0,8,0,13,0,2,0
1753,11,0,0,0,0,0,0,0,8,0,0,0,12,0,4,0,0,0,10,0,13,0,8,0,13,0,2,0
1754,11,0,0,0,0,0,0,0,8,0,0,0,12,0,4,0,0,0,10,0,13,0,8,0,13,0,2,0
1755,11,0,0,0,0,0,0,0,8,0,0,0,12,0,4,0,0,0,10,0,13,0,8,0,13,0,2,0
1756,11,0,0,0,0,0,0,0,8,0,0,0,12,0,4,0,0,0,10,0,13,0,8,0,13,0,2,0
1757,11,0,0,0,0,0,0,0,8,0,0,0,12,0,4,0,0,0,10,0,13,0,8,0,13,0,2,0
1758,11,0,0,0,0,0,0,0,8,0,0,0,12,0,4,0,0,0,10,0,13,0,8,0,13,0,2,0
1759,11,0,0,0,0,0,0,0,8,0,0,0,12,0,4,0,0,0,10,0,13,0,8,0,13,0,2,0
1760,11,0,0,0,0,0,0,0,8,0,0,0,12,0,4,0,0,0,10,0,13,0,8,0,13,0,2,0
1761,11,0,0,0,0,0,0,0,8,0,0,0,12,0,4,0,0,0,10,0,13,0,8,0,13,0,2,0
1762,11,0,0,0,0,0,0,0,8,0,0,0,12,0,4,0,0,0,10,0,13,0,8,0,13,0,2,0
1763,11,0,0,0,0,0,0,0,8,0,0,0,12,0,4,0,0,0,10,0,13,0,8,0,13,0,2,0
1764,11,0,0,0,0,0,0,0,8,0,0,0,12,0,4,0,0,0,10,0,13,0,8,0,13,0,2,0
1765,11,0,0,0,0,0,0,0,8,0,0,0,12,0,4,0,0,0,10,0,13,0,8,0,13,0,2,0
1766,11,0,0,0,0,0,0,0,8,0,0,0,12,0,4,0,0,0,10,0,13,0,8,0,13,0,2,0
1767,11,0,0,0,0,0,0,0,8,0,0,0,12,0,4,0,0,0,10,0,13,0,8,0,13,0,2,0
1768,11,0,0,0,0,0,0,0,8,0,0,0,12,0,4,0,0,0,10,0,13,0,8,0,13,0,2,0
1769,11,0,0,0,0,0,0,0,8,0,0,0,12,0,4,0,0,0,10,0,13,0,8,0,13,0,2,0
1770,11,0,0,0,0,0,0,0,8,0,0,0,12,0,4,0,0,0,10,0,13,0,8,0,13,0,2,0
1771,11,0,0,0,0,0,0,0,8,0,0,0,12,0,4,0,0,0,10,0,13,0,8,0,13,0,2,0
1772,11,0,0,0,0,0,0,0,8,0,0,0,12,0,4,0,0,0,10,0,13,0,8,0,13,0,2,0
1773,11,0,0,0,0,0,0,0,8,0,0,0,12,0,4,0,0,0,10,0,13,0,8,0,13,0,2,0
1774,11,0,0,0,0,0,0,0,8,0,0,0,12,0,4,0,0,0,10,0,13,0,8,0,13,0,2,0
1775,11,0,0,0,0,0,0,0,8,0,0,0,12,0,4,0,0,0,10,0,13,0,8,0,13,0,2,0
1776,11,0,0,0,0,0,0,0,8,0,0,0,12,0,4,0,0,0,10,0,13,0,8,0,13,0,2,0
1777,11,0,0,0,0,0,0,0,8,0,0,0,12,0,4,0,0,0,10,0,13,0,8,0,13,0,2,0
1778,11,0,0,0,0,0,0,0,8,0,0,0,12,0,4,0,0,0,10,0,13,0,8,0,13,0,2,0
1779,11,0,0,0,0,0,0,0,8,0,0,0,12,0,4,0,0,0,10,0,13,0,8,0,13,0,2,0
1780,11,0,0,0,0,0,0,0,8,0,0,0,12,0,4,0,0,0,10,0,13,0,8,0,13,0,2,0
1781,11,0,0,0,0,0,0,0,8,0,0,0,12,0,4,0,0,0,10,0,13,0,8,0,13,0,2,0
1782,11,0,0,0,0,0,0,0,8,0,0,0,12,0,4,0,0,0,10,0,13,0,8,0,13,0,2,0
1783,11,0,0,0,0,0,0,0,8,0,0,0,12,0,4,0,0,0,10,0,13,0,8,0,13,0,2,0
1784,11,0,0,0,0,0,0,0,8,0,0,0,12,0,4,0,0,0,10,0,13,0,8,0,13,0,2,0
1785,11,0,0,0,0,0,0,0,8,0,0,0,12,0,4,0,0,0,10,0,13,0,8,0,13,0,2,0
1786,11,0,0,0,0,0,0,0,8,0,0,0,12,0,4,0,0,0,10,0,13,0,8,0,13,0,2,0
1787,11,0,0,0,0,0,0,0,8,0,0,0,12,0,4,0,0,0,10,0,13,0,8,0,13,0,2,0
1788,11,0,0,0,0,0,0,0,8,0,0,0,12,0,4,0,0,0,10,0,13,0,8,0,13,0,2,0
1789,11,0,0,0,0,0,0,0,8,0,0,0,12,0,4,0,0,0,10,0,13,0,8,0,13,0,2,0
1790,11,0,0,0,0,0,0,0,8,0,0,0,12,0,4,0,0,0,10,0,13,0,8,0,13,0,2,0
1791,11,0,0,0,0,0,0,0,8,0,0,0,12,0,4,0,0,0,10,0,13,0,8,0,13,0,2,0
1792,11,0,0,0,0,0,0,0,8,0,0,0,12,0,4,0,0,0,10,0,13,0,8,0,13,0,2,0
1793,11,0,0,0,0,0,0,0,8,0,0,0,12,0,4,0,0,0,10,0,13,0,8,0,13,0,2,0
1794,11,0,0,0,0,0,0,0,8,0,0,0,12,0,4,0,0,0,10,0,13,0,8,0,13,0,2,0
1795,11,0,0,0,0,0,0,0,8,0,0,0,12,0,4,0,0,0,10,0,13,0,8,0,13,0,2,0
1796,11,0,0,0,0,0,0,0,8,0,0,0,12,0,4,0,0,0,10,0,13,0,8,0,13,0,2,0
1797,11,0,0,0,0,0,0,0,8,0,0,0,12,0,4,0,0,0,10,0,13,0,8,0,13,0,2,0
1798,11,0,0,0,0,0,0,0,8,0,0,0,12,0,4,0,0,0,10,0,13,0,8,0,13,0,2,0
1799,11,0,0,0,0,0,0,0,8,0,0,0,12,0,4,0,0,0,10,0,13,0,8,0,13,0,2,0
1800,11,0,0,0,0,0,0,0,8,0,0,0,12,0,4,0,0,0,10,0,13,0,8,0,13,0,2,0
1801,11,0,0,0,0,0,0,0,8,0,0,0,12,0,4,0,0,0,10,0,13,0,8,0,13,0,2,0
1802,11,0,0,0,0,0,0,0,8,0,0,0,12,0,4,0,0,0,10,0,13,0,8,0,13,0,2,0
1803,11,0,0,0,0,0,0,0,8,0,0,0,12,0,4,0,0,0,10,0,13,0,8,0,13,0,2,0
1804,11,0,0,0,0,0,0,0,8,0,0,0,12,0,4,0,0,0,10,0,13,0,8,0,13,0,2,0
1805,11,0,0,0,0,0,0,0,8,0,0,0,12,0,4,0,0,0,10,0,13,0,8,0,13,0,2,0
1806,11,0,0,0,0,0,0,0,8,0,0,0,12,0,4,0,0,0,10,0,13,0,8,0,13,0,2,0
1807,11,0,0,0,0,0,0,0,8,0,0,0,12,0,4,0,0,0,10,0,13,0,8,0,13,0,2,0
1808,11,0,0,0,0,0,0,0,8,0,0,0,12,0,4,0,0,0,10,0,13,0,8,0,13,0,2,0
1809,11,0,0,0,0,0,0,0,8,0,0,0,12,0,4,0,0,0,10,0,13,0,8,0,13,0,2,0
1810,11,0,0,0,0,0,0,0,8,0,0,0,12,0,4,0,0,0,10,0,13,0,8,0,13,0,2,0
1811,11,0,0,0,0,0,0,0,8,0,0,0,12,0,4,0,0,0,10,0,13,0,8,0,13,0,2,0
1812,11,0,0,0,0,0,0,0,8,0,0,0,12,0,4,0,0,0,10,0,13,0,8,0,13,0,2,0
1813,11,0,0,0,0,0,0,0,8,0,0,0,12,0,4,0,0,0,10,0,13,0,8,0,13,0,2,0
1814,11,0,0,0,0,0,0,0,8,0,0,0,12,0,4,0,0,0,10,0,13,0,8,0,13,0,2,0
1815,11,0,0,0,0,0,0,0,8,0,0,0,12,0,4,0,0,0,10,0,13,0,8,0,13,0,2,0
1816,11,0,0,0,0,0,0,0,8,0,0,0,12,0,4,0,0,0,10,0,13,0,8,0,13,0,2,0
1817,11,0,0,0,0,0,0,0,8,0,0,0,12,0,4,0,0,0,10,0,13,0,8,0,13,0,2,0
1818,11,0,0,0,0,0,0,0,8,0,0,0,12,0,4,0,0,0,10,0,13,0,8,0,13,0,2,0
1819,11,0,0,0,0,0,0,0,8,0,0,0,12,0,4,0,0,0,10,0,13,0,8,0,13,0,2,0
1820,11,0,0,0,0,0,0,0,8,0,0,0,12,0,4,0,0,0,10,0,13,0,8,0,13,0,2,0
1821,11,0,0,0,0,0,0,0,8,0,0,0,12,0,4,0,0,0,10,0,13,0,8,0,13,0,2,0
1822,11,0,0,0,0,0,0,0,8,0,0,0,12,0,4,0,0,0,10,0,13,0,8,0,13,0,2,0
1823,11,0,0,0,0,0,0,0,8,0,0,0,12,0,4,0,0,0,10,0,13,0,8,0,13,0,2,0
1824,11,0,0,0,0,0,0,0,8,0,0,0,12,0,4,0,0,0,10,0,13,0,8,0,13,0,2,0
1825,11,0,0,0,0,0,0,0,8,0,0,0,12,0,4,0,0,0,10,0,13,0,8,0,13,0,2,0
1826,11,0,0,0,0,0,0,0,8,0,0,0,12,0,4,0,0,0,10,0,13,0,8,0,13,0,2,0
1827,11,0,0,0,0,0,0,0,8,0,0,0,12,0,4,0,0,0,10,0,13,0,8,0,13,0,2,0
1828,11,0,0,0,0,0,0,0,8,0,0,0,12,0,4,0,0,0,10,0,13,0,8,0,13,0,2,0
1829,11,0,0,0,0,0,0,0,8,0,0,0,12,0,4,0,0,0,10,0,13,0,8,0,13,0,2,0
1830,11,0,0,0,0,0,0,0,8,0,0,0,12,0,4,0,0,0,10,0,13,0,8,0,13,0,2,0
1831,11,0,0,0,0,0,0,0,8,0,0,0,12,0,4,0,0,0,10,0,13,0,8,0,13,0,2,0
1832,11,0,0,0,0,0,0,0,8,0,0,0,12,0,4,0,0,0,10,0,13,0,8,0,13,0,2,0
1833,11,0,0,0,0,0,0,0,8,0,0,0,12,0,4,0,0,0,10,0,13,0,8,0,13,0,2,0
1834,11,0,0,0,0,0,0,0,8,0,0,0,12,0,4,0,0,0,10,0,13,0,8,0,13,0,2,0
1835,11,0,0,0,0,0,0,0,8,0,0,0,12,0,4,0,0,0,10,0,13,0,8,0,13,0,2,0
1836,11,0,0,0,0,0,0,0,8,0,0,0,12,0,4,0,0,0,10,0,13,0,8,0,13,0,2,0
1837,11,0,0,0,0,0,0,0,8,0,0,0,12,0,4,0,0,0,10,0,13,0,8,0,13,0,2,0
1838,11,0,0,0,0,0,0,0,8,0,0,0,12,0,4,0,0,0,10,0,13,0,8,0,13,0,2,0
1839,11,0,0,0,0,0,0,0,8,0,0,0,12,0,4,0,0,0,10,0,13,0,8,0,13,0,2,0
1840,11,0,0,0,0,0,0,0,8,0,0,0,12,0,4,0,0,0,10,0,13,0,8,0,13,0,2,0
1841,11,0,0,0,0,0,0,0,8,0,0,0,12,0,4,0,0,0,10,0,13,0,8,0,13,0,2,0
1842,11,0,0,0,0,0,0,0,8,0,0,0,12,0,4,0,0,0,10,0,13,0,8,0,13,0,2,0
1843,11,0,0,0,0,0,0,0,8,0,0,0,12,0,4,0,0,0,10,0,13,0,8,0,13,0,2,0
1844,11,0,0,0,0,0,0,0,8,0,0,0,12,0,4,0,0,0,10,0,13,0,8,0,13,0,2,0
1845,11,0,0,0,0,0,0,0,8,0,0,0,12,0,4,0,0,0,10,0,13,0,8,0,13,0,2,0
1846,11,0,0,0,0,0,0,0,8,0,0,0,12,0,4,0,0,0,10,0,13,0,8,0,13,0,2,0
1847,11,0,0,0,0,0,0,0,8,0,0,0,12,0,4,0,0,0,10,0,13,0,8,0,13,0,2,0
1848,11,0,0,0,0,0,0,0,8,0,0,0,12,0,4,0,0,0,10,0,13,0,8,0,13,0,2,0
1849,11,0,0,0,0,0,0,0,8,0,0,0,12,0,4,0,0,0,10,0,13,0,8,0,13,0,2,0
