,time,0000000006dd41f6,000000000f4919c9,0000000019fb59c4,00000000342570c2,0000000038bf9618,0000000038d83d41,000000004ef3150d,0000000053c6c2be,00000000675d5200,000000006b087f40,000000006b44cce7,0000000074f765a7,000000007b5207b6,0000000096918cfa,00000000a53ed894,00000000aa852af1,00000000afef4555,00000000b33a8357,00000000cd16b8ef,00000000d747f075,00000000e8a064a4,00000000f1124bca,00000000fb7600be,00000000fdda10fe,00000000fffb8cf0
1415,2019-08-11 23:10:00,2,0,2,3,0,4,0,2,1,9,48,0,4,0,4,4,4,0,0,0,2,0,7,15,2
1416,2019-08-11 23:12:00,3,0,4,2,0,4,0,2,3,15,40,0,2,0,4,4,4,0,0,0,2,0,4,12,2
1417,2019-08-11 23:14:00,2,0,4,3,0,5,0,2,4,13,45,0,2,0,3,7,5,0,0,0,2,0,7,10,2
1418,2019-08-11 23:16:00,2,0,4,2,1,4,0,2,4,10,45,0,2,0,2,3,4,0,0,0,2,0,6,7,2
1419,2019-08-11 23:18:00,2,0,4,4,0,5,0,2,0,0,0,0,0,0,3,0,4,0,0,0,2,0,5,0,2
1420,2019-08-11 23:20:00,5,0,4,3,0,0,0,2,1,8,0,0,4,0,3,4,3,0,0,0,2,0,4,0,2
1421,2019-08-11 23:22:00,1,0,4,3,2,5,0,2,0,18,0,0,0,0,2,4,0,0,0,0,2,0,0,14,2
1422,2019-08-11 23:24:00,2,0,4,2,0,0,0,2,0,0,41,0,0,0,3,4,0,0,0,0,2,0,0,14,2
1423,2019-08-11 23:26:00,2,0,4,0,0,8,0,2,0,0,0,0,4,0,3,4,0,0,0,0,2,0,7,0,2
1424,2019-08-11 23:28:00,3,0,3,4,0,0,0,2,0,0,0,0,4,0,3,4,0,0,0,0,2,0,3,13,2
1425,2019-08-11 23:30:00,4,0,4,4,0,6,0,2,0,0,19,0,4,0,2,2,6,0,0,0,2,0,0,0,2
1426,2019-08-11 23:32:00,2,0,4,4,0,5,0,3,0,0,0,0,1,0,0,4,0,0,0,0,0,0,4,15,2
1427,2019-08-11 23:34:00,1,0,1,3,0,4,0,2,0,0,0,0,0,0,2,4,0,0,0,0,2,0,4,0,2
1428,2019-08-11 23:36:00,2,0,2,2,0,5,0,2,3,13,45,0,3,0,3,4,5,0,0,0,2,0,5,11,2
1429,2019-08-11 23:38:00,4,0,0,4,0,6,0,2,5,13,42,0,1,0,3,4,6,0,0,0,2,0,5,9,2
1430,2019-08-11 23:40:00,3,0,0,3,0,7,0,2,4,9,49,0,3,0,3,4,6,0,0,0,2,0,6,13,2
1431,2019-08-11 23:42:00,3,0,1,2,0,4,0,2,0,11,44,0,4,0,5,8,9,0,0,0,2,0,6,13,2
1432,2019-08-11 23:44:00,3,0,0,3,1,5,0,2,4,7,43,0,3,0,4,4,4,0,0,0,2,0,6,10,2
1433,2019-08-11 23:46:00,2,0,0,3,0,7,0,5,5,8,39,0,2,0,3,5,4,0,0,0,2,0,4,11,2
1434,2019-08-11 23:48:00,2,0,1,4,0,3,0,2,3,10,46,0,2,0,2,5,4,0,0,0,2,0,4,16,2
1435,2019-08-11 23:50:00,3,0,0,4,0,4,0,2,3,6,46,0,4,0,5,4,4,0,0,0,2,0,6,14,2
1436,2019-08-11 23:52:00,1,0,1,3,0,6,0,3,3,8,54,0,3,0,4,4,5,0,0,0,2,0,7,13,2
1437,2019-08-11 23:54:00,3,0,0,4,0,4,0,2,7,7,57,0,0,0,4,5,2,0,0,0,2,0,5,12,2
1438,2019-08-11 23:56:00,2,0,0,3,0,4,0,2,5,8,47,0,3,0,3,4,3,0,0,0,2,0,7,15,2
1439,2019-08-11 23:58:00,2,0,0,3,0,4,0,2,2,15,46,0,4,0,3,5,3,0,0,0,2,0,5,14,2
1440,2019-08-12 00:00:00,4,0,2,1,0,3,0,3,4,10,41,0,3,0,2,5,7,0,0,0,2,0,6,15,2
1441,2019-08-12 00:02:00,3,0,1,2,0,5,0,2,6,8,47,0,2,0,2,5,7,0,0,0,1,0,5,12,2
1442,2019-08-12 00:04:00,3,0,1,3,0,6,0,3,5,8,42,0,3,0,3,4,7,0,0,0,2,0,4,13,2
1443,2019-08-12 00:06:00,2,0,0,3,0,7,0,2,4,7,36,0,4,0,3,4,7,0,0,0,2,0,7,13,2
1444,2019-08-12 00:08:00,3,0,0,2,0,7,0,3,4,7,42,0,5,0,3,4,6,0,0,0,2,0,6,16,2
1445,2019-08-12 00:10:00,1,0,0,1,0,5,0,2,5,10,47,0,2,0,2,4,5,0,0,0,2,0,7,11,2
1446,2019-08-12 00:12:00,2,0,0,2,0,5,0,2,5,10,47,0,2,0,2,5,5,0,0,0,2,0,4,11,2
1447,2019-08-12 00:14:00,3,0,1,3,0,4,0,2,4,12,41,0,4,0,2,4,4,0,0,0,2,0,4,12,2
1448,2019-08-12 00:16:00,2,0,1,1,0,5,0,3,5,20,42,0,3,0,4,5,2,0,0,0,2,0,5,15,2
1449,2019-08-12 00:18:00,4,0,2,2,0,5,0,2,5,8,40,0,1,0,2,5,5,0,0,0,2,0,6,12,2
1450,2019-08-12 00:20:00,2,0,0,4,0,6,0,2,5,10,44,0,2,0,4,6,5,0,0,0,1,0,5,11,2
1451,2019-08-12 00:22:00,0,0,0,3,0,4,0,2,3,11,44,0,4,0,3,4,5,0,0,0,2,0,4,14,2
1452,2019-08-12 00:24:00,1,0,0,4,0,4,0,2,6,8,43,0,2,0,2,5,5,0,0,0,2,0,8,14,2
1453,2019-08-12 00:26:00,3,0,3,3,0,5,0,2,6,12,45,0,1,0,3,4,5,0,0,0,2,0,6,11,2
1454,2019-08-12 00:28:00,1,0,1,1,0,5,0,3,4,9,49,0,3,0,2,5,5,0,0,0,2,0,4,10,2
1455,2019-08-12 00:30:00,1,0,1,1,0,4,0,2,3,9,41,0,4,0,2,7,4,0,0,0,2,0,5,13,2
1456,2019-08-12 00:32:00,2,0,2,4,0,3,0,2,4,10,45,0,3,0,2,4,3,0,0,0,2,0,6,12,2
1457,2019-08-12 00:34:00,2,0,0,3,0,7,0,2,4,13,50,0,2,0,2,5,7,0,0,0,2,0,6,11,2
1458,2019-08-12 00:36:00,4,0,3,2,0,5,0,2,3,13,48,0,4,0,4,4,5,0,0,0,3,0,6,13,2
1459,2019-08-12 00:38:00,4,0,1,1,0,5,0,2,4,11,40,0,4,0,3,4,4,0,0,0,2,0,5,14,2
1460,2019-08-12 00:40:00,4,0,0,2,0,5,0,2,5,9,51,0,3,0,3,5,5,0,0,0,2,1,6,12,2
1461,2019-08-12 00:42:00,2,0,0,2,0,6,0,2,6,9,44,0,1,0,4,5,3,0,0,0,2,0,9,14,2
1462,2019-08-12 00:44:00,3,0,0,3,0,5,0,2,3,10,42,0,4,0,4,4,6,0,0,0,1,0,5,15,2
1463,2019-08-12 00:46:00,1,0,1,2,0,5,0,2,3,8,50,0,4,0,3,4,5,0,0,0,2,0,5,12,2
1464,2019-08-12 00:48:00,3,0,3,4,0,5,0,2,5,12,47,0,3,0,2,5,4,0,0,0,2,0,4,12,2
1465,2019-08-12 00:50:00,3,0,0,2,0,4,0,3,7,6,47,0,1,0,4,4,4,0,0,0,1,1,8,12,2
1466,2019-08-12 00:52:00,2,0,0,3,0,4,0,2,2,7,48,0,4,0,2,5,4,0,0,0,2,1,5,12,2
1467,2019-08-12 00:54:00,1,0,0,2,0,6,0,2,4,5,45,0,4,0,2,4,4,0,0,0,2,0,4,15,2
1468,2019-08-12 00:56:00,3,0,0,3,0,5,0,2,2,7,47,0,3,0,3,4,4,0,0,0,2,0,5,13,2
1469,2019-08-12 00:58:00,4,0,0,1,0,5,0,2,4,8,41,0,1,0,2,5,8,0,0,0,2,0,6,13,2
1470,2019-08-12 01:00:00,2,0,0,4,0,8,0,2,4,5,46,0,4,0,2,5,4,0,0,0,2,0,4,10,2
1471,2019-08-12 01:02:00,2,0,2,2,0,2,0,2,3,10,48,0,4,0,2,4,5,0,0,0,2,0,5,13,2
1472,2019-08-12 01:04:00,3,0,2,1,1,5,0,2,3,8,50,0,3,0,2,7,5,0,0,0,2,0,4,10,2
1473,2019-08-12 01:06:00,3,0,1,2,0,4,0,2,5,6,47,0,2,0,2,4,5,0,0,0,2,0,5,14,2
1474,2019-08-12 01:08:00,2,0,2,2,0,7,0,2,2,5,49,0,4,0,4,7,4,0,0,0,2,0,10,10,2
1475,2019-08-12 01:10:00,2,0,0,3,0,7,0,2,1,5,47,0,4,0,2,4,4,0,0,0,2,0,6,16,2
1476,2019-08-12 01:12:00,3,0,0,1,0,5,0,2,1,4,51,0,4,0,2,5,7,0,0,0,2,0,6,12,2
1477,2019-08-12 01:14:00,3,0,1,4,0,6,0,2,6,3,43,0,1,0,2,5,5,0,0,0,2,0,5,16,2
1478,2019-08-12 01:16:00,1,0,0,2,2,6,0,2,4,5,44,0,4,0,3,3,4,0,0,0,2,0,6,18,2
1479,2019-08-12 01:18:00,2,0,1,3,0,6,0,2,4,3,45,0,4,0,2,5,5,0,0,0,2,0,4,13,2
1480,2019-08-12 01:20:00,3,0,2,0,0,5,0,2,3,4,48,0,4,0,3,4,4,0,0,0,2,0,5,13,2
1481,2019-08-12 01:22:00,3,0,1,3,0,6,0,3,6,3,50,0,1,0,4,4,5,0,0,0,2,0,5,12,2
1482,2019-08-12 01:24:00,1,0,0,2,0,3,0,2,3,8,47,0,4,0,2,4,4,0,0,0,2,0,6,12,2
1483,2019-08-12 01:26:00,4,0,0,0,0,4,0,2,2,5,46,0,4,0,4,5,4,0,0,0,2,0,8,9,2
1484,2019-08-12 01:28:00,3,0,1,3,0,4,0,2,3,10,47,0,4,0,2,5,4,0,0,0,2,1,5,11,2
1485,2019-08-12 01:30:00,4,0,0,2,0,5,0,2,5,4,44,0,2,0,2,7,5,0,0,0,2,0,5,9,2
1486,2019-08-12 01:32:00,3,0,0,1,0,5,0,2,2,5,43,0,4,0,3,6,9,0,0,0,2,0,6,14,2
1487,2019-08-12 01:34:00,1,0,2,1,0,6,0,2,3,2,46,0,4,0,4,6,6,0,0,0,2,0,6,16,2
1488,2019-08-12 01:36:00,2,0,1,3,0,4,0,2,2,4,45,0,4,0,2,6,7,0,0,0,2,0,5,11,2
1489,2019-08-12 01:38:00,3,0,0,1,0,5,0,2,5,3,51,0,1,0,5,6,4,0,0,0,2,0,5,12,2
1490,2019-08-12 01:40:00,3,0,0,1,0,4,0,2,3,3,48,0,4,0,3,8,5,0,0,0,1,0,4,13,2
1491,2019-08-12 01:42:00,3,0,2,3,0,3,0,2,4,3,44,0,4,0,4,7,4,0,0,0,2,0,6,12,2
1492,2019-08-12 01:44:00,3,0,1,2,0,4,0,2,3,3,46,0,4,0,2,6,4,0,0,0,1,0,4,14,2
1493,2019-08-12 01:46:00,4,0,2,4,0,4,0,2,5,4,47,0,2,0,3,6,3,0,0,0,2,0,6,13,2
1494,2019-08-12 01:48:00,3,0,0,4,0,5,0,2,2,5,40,0,4,0,2,6,3,0,0,0,2,0,4,16,2
1495,2019-08-12 01:50:00,1,0,0,2,0,5,0,2,3,3,46,0,4,0,2,6,5,0,0,0,2,0,6,12,2
1496,2019-08-12 01:52:00,2,0,1,2,0,4,0,2,3,3,50,0,4,0,2,6,6,0,0,0,2,0,5,13,2
1497,2019-08-12 01:54:00,1,0,0,3,0,5,0,3,7,3,51,0,1,0,2,6,7,0,0,0,2,0,3,9,2
1498,2019-08-12 01:56:00,0,0,0,4,0,5,0,3,2,7,53,0,4,0,4,7,5,0,0,0,2,0,6,14,2
1499,2019-08-12 01:58:00,3,0,0,2,0,3,0,2,4,5,43,0,4,0,4,6,5,0,0,0,2,0,6,17,2
1500,2019-08-12 02:00:00,2,0,0,3,0,6,0,2,3,4,39,0,4,0,3,7,5,0,0,0,1,0,5,15,2
1501,2019-08-12 02:02:00,2,0,0,4,0,6,0,3,5,4,44,0,1,0,2,7,3,0,0,0,1,0,6,13,2
1502,2019-08-12 02:04:00,2,0,0,3,0,7,0,2,4,3,49,0,4,0,3,7,5,0,0,0,2,0,3,9,2
1503,2019-08-12 02:06:00,4,0,0,1,0,6,0,2,2,6,37,0,4,0,4,5,8,0,0,0,2,0,5,13,2
1504,2019-08-12 02:08:00,2,0,0,3,0,5,0,2,3,11,43,0,4,0,2,5,3,0,0,0,1,1,7,13,2
1505,2019-08-12 02:10:00,3,0,0,3,0,3,0,2,3,5,44,0,3,0,5,8,4,0,0,0,2,0,6,11,2
1506,2019-08-12 02:12:00,4,0,0,4,0,4,0,2,4,9,47,0,4,0,4,7,5,0,0,0,2,0,6,11,2
1507,2019-08-12 02:14:00,2,0,0,2,0,4,0,2,3,5,49,0,4,0,2,8,6,0,0,0,2,0,5,12,2
1508,2019-08-12 02:16:00,2,0,0,4,0,7,0,2,3,5,40,0,4,0,3,6,8,0,0,0,2,0,8,13,2
1509,2019-08-12 02:18:00,4,0,0,3,0,4,0,2,3,3,47,0,3,0,2,6,6,0,0,0,2,0,5,10,2
1510,2019-08-12 02:20:00,2,0,0,2,0,5,0,3,2,3,50,0,4,0,4,6,6,0,0,0,2,0,5,12,2
1511,2019-08-12 02:22:00,3,0,0,4,0,5,0,2,3,3,49,0,4,0,3,7,2,0,0,0,2,0,5,12,2
1512,2019-08-12 02:24:00,3,0,0,3,0,8,0,2,2,5,49,0,4,0,4,7,5,0,0,0,2,0,6,14,2
1513,2019-08-12 02:26:00,4,0,2,4,0,8,0,4,4,6,50,0,3,0,2,6,4,0,0,0,2,0,6,18,2
1514,2019-08-12 02:28:00,2,0,0,2,0,6,0,5,2,6,47,0,4,0,3,8,4,0,0,0,2,0,5,12,2
1515,2019-08-12 02:30:00,3,0,0,4,0,4,0,3,2,5,50,0,4,0,2,7,5,0,0,0,2,0,5,15,2
1516,2019-08-12 02:32:00,2,0,0,3,0,4,0,3,1,10,46,0,4,0,2,6,4,0,0,0,2,0,6,13,2
1517,2019-08-12 02:34:00,3,0,0,3,0,4,0,4,3,7,51,0,4,0,2,5,8,0,0,0,2,0,6,13,2
1518,2019-08-12 02:36:00,4,0,0,2,0,5,0,4,4,7,47,0,5,2,3,5,5,0,0,0,2,0,6,15,2
1519,2019-08-12 02:38:00,3,0,1,6,0,3,0,4,4,5,46,0,4,2,3,9,3,0,0,0,1,0,4,12,2
1520,2019-08-12 02:40:00,4,0,0,4,0,8,0,5,3,5,46,0,4,2,3,11,9,0,0,0,2,0,7,15,2
1521,2019-08-12 02:42:00,3,0,0,2,0,6,0,3,5,4,44,0,2,1,3,11,9,0,0,0,2,0,5,14,2
1522,2019-08-12 02:44:00,3,0,0,4,0,8,0,2,3,9,54,0,2,1,3,10,7,0,0,0,1,0,5,15,2
1523,2019-08-12 02:46:00,2,0,2,2,0,5,0,2,5,4,43,0,2,2,4,9,5,0,0,0,1,0,4,13,2
1524,2019-08-12 02:48:00,2,0,0,4,0,5,0,2,4,8,45,0,4,1,4,10,5,0,0,0,2,0,6,16,2
1525,2019-08-12 02:50:00,3,0,0,3,0,5,0,2,3,5,48,0,3,2,4,17,5,0,0,0,2,0,6,16,2
1526,2019-08-12 02:52:00,1,0,0,3,0,5,0,2,4,4,48,0,3,2,3,11,3,0,0,0,1,0,6,12,2
1527,2019-08-12 02:54:00,2,0,0,2,0,6,0,3,4,2,47,0,4,1,6,7,5,0,0,0,1,0,6,12,5
1528,2019-08-12 02:56:00,2,0,0,1,0,8,0,2,5,4,48,0,2,1,4,6,4,0,0,0,2,0,4,14,2
1529,2019-08-12 02:58:00,3,0,1,1,0,5,0,2,3,8,45,0,3,2,12,7,5,0,0,0,2,0,7,13,3
1530,2019-08-12 03:00:00,3,0,0,2,0,4,0,2,3,5,46,0,4,1,14,7,8,0,0,0,2,1,6,11,3
1531,2019-08-12 03:02:00,2,0,0,8,0,5,0,2,2,5,50,0,4,1,8,9,5,0,0,0,1,0,4,13,2
1532,2019-08-12 03:04:00,3,0,0,2,0,4,0,2,5,4,52,0,2,1,11,8,9,0,0,0,2,0,3,17,2
1533,2019-08-12 03:06:00,2,0,0,2,0,5,0,2,2,6,49,0,3,1,13,7,2,0,0,0,2,0,6,15,2
1534,2019-08-12 03:08:00,2,0,0,4,0,6,0,4,4,7,52,0,4,1,9,8,4,0,0,0,2,0,7,17,2
1535,2019-08-12 03:10:00,2,0,0,3,0,4,0,2,5,5,50,0,2,2,11,6,4,0,0,0,2,0,5,13,2
1536,2019-08-12 03:12:00,3,0,0,2,0,5,0,2,6,5,48,0,0,1,10,6,4,0,0,0,3,0,5,17,2
1537,2019-08-12 03:14:00,6,0,0,4,0,6,0,2,5,3,57,0,2,1,12,7,6,0,0,0,3,0,5,18,2
1538,2019-08-12 03:16:00,2,1,0,2,0,7,0,2,2,8,59,0,4,2,6,7,5,0,0,0,2,0,6,17,2
1539,2019-08-12 03:18:00,2,0,0,3,0,2,0,3,3,4,57,0,4,2,9,7,4,0,0,0,2,0,7,12,2
1540,2019-08-12 03:20:00,3,0,0,2,0,4,0,3,5,6,46,0,1,2,11,8,6,0,0,0,2,0,6,14,2
1541,2019-08-12 03:22:00,3,0,0,3,0,5,0,2,3,5,52,0,4,2,13,7,5,0,0,0,2,0,8,12,2
1542,2019-08-12 03:24:00,2,0,0,4,0,6,0,3,1,15,53,0,4,2,18,6,6,0,0,0,3,0,6,16,2
1543,2019-08-12 03:26:00,2,1,0,3,0,7,0,2,2,3,43,0,4,0,15,7,4,0,0,0,4,0,7,15,2
1544,2019-08-12 03:28:00,3,4,0,4,0,4,0,3,6,7,45,0,1,2,15,8,3,0,0,0,3,0,7,16,2
1545,2019-08-12 03:30:00,4,3,0,4,0,7,0,3,3,5,55,0,3,2,19,10,7,0,0,0,4,0,11,14,4
1546,2019-08-12 03:32:00,7,4,0,3,0,6,0,2,4,7,51,0,2,0,13,6,9,0,0,0,2,0,10,12,2
1547,2019-08-12 03:34:00,5,4,0,4,0,5,0,2,6,1,46,0,0,1,16,11,9,0,0,0,2,5,10,16,4
1548,2019-08-12 03:36:00,4,4,0,4,0,7,0,2,5,2,46,0,1,1,22,10,6,0,0,0,2,0,10,15,2
1549,2019-08-12 03:38:00,10,0,0,4,0,4,0,3,4,9,52,0,2,1,22,10,6,0,0,0,2,0,7,14,3
1550,2019-08-12 03:40:00,11,9,0,2,0,6,0,2,5,12,47,0,1,2,25,7,9,0,0,0,2,0,11,13,2
1551,2019-08-12 03:42:00,21,5,3,5,0,7,0,3,5,8,45,0,2,2,59,9,5,0,0,0,2,0,10,20,2
1552,2019-08-12 03:44:00,14,4,1,4,0,9,0,5,3,4,52,0,2,2,148,6,14,0,0,0,2,0,12,15,2
1553,2019-08-12 03:46:00,9,4,1,4,0,7,0,7,3,7,55,0,3,1,158,8,10,0,0,0,2,0,9,14,2
1554,2019-08-12 03:48:00,10,4,0,3,0,6,0,5,4,7,58,0,2,2,189,6,4,0,0,0,4,0,9,15,2
1555,2019-08-12 03:50:00,5,0,0,3,0,8,0,3,5,9,58,0,2,1,172,12,7,0,0,0,2,0,14,17,2
1556,2019-08-12 03:52:00,11,1,1,4,0,6,0,3,6,4,54,0,2,2,159,12,5,0,0,0,3,0,9,15,2
1557,2019-08-12 03:54:00,12,4,3,1,0,5,0,4,4,6,52,0,4,2,159,14,5,0,0,0,2,0,13,13,2
1558,2019-08-12 03:56:00,10,0,1,2,0,5,0,2,5,5,63,0,2,2,146,12,7,0,0,0,2,0,10,21,2
1559,2019-08-12 03:58:00,7,0,0,3,0,5,0,2,10,6,62,0,2,2,165,16,8,0,0,0,2,0,10,14,2
1560,2019-08-12 04:00:00,8,3,3,3,0,5,0,2,7,5,65,0,2,2,146,22,9,0,0,0,1,0,12,16,2
1561,2019-08-12 04:02:00,10,3,3,2,0,7,0,5,4,5,45,0,3,2,160,20,9,0,0,0,2,0,10,14,2
1562,2019-08-12 04:04:00,14,2,4,5,0,11,0,2,8,4,52,0,2,1,144,8,6,0,0,0,2,0,14,11,2
1563,2019-08-12 04:06:00,18,0,3,4,0,6,0,8,9,9,59,0,3,2,165,10,7,0,0,0,4,0,17,14,2
1564,2019-08-12 04:08:00,52,0,5,6,0,11,0,8,5,4,62,0,2,2,155,9,5,0,0,0,3,1,17,23,2
1565,2019-08-12 04:10:00,52,5,4,6,0,5,0,2,5,8,56,0,5,1,141,6,15,0,0,0,3,0,18,14,2
1566,2019-08-12 04:12:00,111,2,6,6,0,4,0,6,6,8,64,0,2,2,156,6,7,0,0,0,3,0,14,24,4
1567,2019-08-12 04:14:00,95,0,6,4,0,9,0,2,9,4,61,0,1,2,145,18,11,0,0,0,3,0,13,19,7
1568,2019-08-12 04:16:00,95,6,6,5,0,8,0,2,5,12,64,0,2,2,154,12,7,0,0,0,2,0,11,18,4
1569,2019-08-12 04:18:00,90,0,4,8,0,7,0,2,7,6,62,0,5,2,158,13,7,0,0,0,2,3,9,18,2
1570,2019-08-12 04:20:00,75,0,5,2,0,5,0,2,8,11,58,0,7,1,164,13,13,0,0,0,0,2,5,15,5
1571,2019-08-12 04:22:00,68,0,2,5,0,5,0,6,12,6,60,0,2,2,151,12,9,0,0,0,3,5,13,16,2
1572,2019-08-12 04:24:00,82,2,1,6,0,7,0,4,12,8,51,0,3,2,178,11,9,0,0,0,4,6,9,20,2
1573,2019-08-12 04:26:00,94,0,4,5,0,10,0,2,9,5,60,0,7,2,148,17,9,0,0,0,2,5,13,19,2
1574,2019-08-12 04:28:00,76,1,2,4,0,6,0,2,10,9,58,0,3,2,150,17,9,0,0,0,2,5,7,21,2
1575,2019-08-12 04:30:00,80,2,2,3,0,8,0,2,10,13,62,0,2,2,148,14,13,0,0,0,2,5,11,17,2
1576,2019-08-12 04:32:00,82,2,4,5,0,8,0,4,11,4,62,0,2,2,142,18,15,0,0,0,2,4,16,21,2
1577,2019-08-12 04:34:00,81,2,4,6,0,6,0,6,8,9,65,0,5,1,159,19,11,0,0,0,4,3,13,28,2
1578,2019-08-12 04:36:00,81,0,5,5,0,6,0,3,7,5,63,0,8,2,177,14,7,0,0,0,4,6,10,24,2
1579,2019-08-12 04:38:00,64,2,6,7,0,9,0,2,11,19,66,0,1,2,153,10,6,0,0,0,4,6,12,20,2
1580,2019-08-12 04:40:00,76,2,6,6,0,7,0,4,13,18,58,0,5,2,164,16,15,0,0,0,4,4,10,19,2
1581,2019-08-12 04:42:00,82,2,7,12,0,7,0,4,12,17,63,0,3,1,164,12,9,0,0,0,3,3,10,19,2
1582,2019-08-12 04:44:00,96,2,6,8,0,6,0,2,5,10,73,0,8,2,152,20,15,0,0,0,4,3,12,23,4
1583,2019-08-12 04:46:00,75,13,6,7,0,8,0,2,8,11,65,0,2,2,147,8,8,0,0,0,3,4,33,27,7
1584,2019-08-12 04:48:00,93,16,5,7,0,10,0,3,10,18,85,0,3,2,159,18,13,0,0,0,4,2,17,23,6
1585,2019-08-12 04:50:00,101,12,5,6,0,21,0,2,15,17,70,0,2,2,145,11,25,0,0,0,4,4,17,20,13
1586,2019-08-12 04:52:00,85,8,8,7,0,12,0,4,3,9,67,0,11,2,165,15,17,0,0,0,4,4,15,21,11
1587,2019-08-12 04:54:00,86,9,8,6,0,6,0,2,12,12,74,0,4,2,177,13,9,0,0,0,4,2,13,24,10
1588,2019-08-12 04:56:00,90,7,9,5,0,6,0,2,13,12,70,0,6,2,125,20,16,0,0,0,4,4,17,18,10
1589,2019-08-12 04:58:00,82,9,11,6,0,13,0,2,14,23,77,0,5,2,151,24,12,0,0,0,3,2,16,29,9
1590,2019-08-12 05:00:00,91,7,11,6,0,6,0,8,7,19,69,0,13,2,167,21,14,0,0,0,3,3,11,21,4
1591,2019-08-12 05:02:00,82,14,12,4,0,5,0,3,17,22,76,0,7,2,151,31,10,0,0,0,3,2,16,16,4
1592,2019-08-12 05:04:00,110,7,11,8,0,7,0,2,18,23,81,0,4,1,152,20,17,0,0,0,7,2,12,28,2
1593,2019-08-12 05:06:00,97,11,12,8,0,6,0,2,22,14,84,0,3,2,136,23,30,0,0,0,5,2,16,27,2
1594,2019-08-12 05:08:00,96,9,14,6,0,15,0,2,16,14,84,0,9,2,148,23,9,0,0,0,5,1,18,28,2
1595,2019-08-12 05:10:00,74,10,13,6,0,16,0,4,6,20,79,0,19,1,155,17,14,0,0,0,7,2,16,36,2
1596,2019-08-12 05:12:00,90,9,12,4,0,14,0,3,20,9,76,0,3,1,136,20,17,0,0,0,7,3,21,20,2
1597,2019-08-12 05:14:00,75,9,14,6,0,4,0,7,21,10,87,0,5,1,131,28,17,0,0,0,4,3,15,34,2
1598,2019-08-12 05:16:00,87,9,14,8,0,9,0,4,20,17,93,0,6,1,137,27,18,0,0,0,7,4,13,37,2
1599,2019-08-12 05:18:00,76,7,17,10,0,6,0,6,2,20,91,0,22,2,141,26,14,0,0,0,10,4,20,43,3
1600,2019-08-12 05:20:00,59,8,13,9,0,9,0,6,14,17,77,0,8,1,142,19,14,0,0,0,7,3,13,27,2
1601,2019-08-12 05:22:00,101,9,21,12,0,11,0,5,20,22,80,0,4,1,151,22,15,0,0,0,5,3,19,29,2
1602,2019-08-12 05:24:00,76,10,17,7,0,12,0,10,22,26,80,0,2,4,145,42,18,0,0,0,5,2,18,38,2
1603,2019-08-12 05:26:00,67,13,14,5,0,11,0,15,9,17,77,0,16,2,159,53,20,0,0,0,7,2,15,30,2
1604,2019-08-12 05:28:00,80,11,13,9,0,18,0,6,13,20,81,0,13,1,150,30,24,0,0,0,9,3,18,28,2
1605,2019-08-12 05:30:00,93,9,14,7,0,25,0,5,24,21,74,0,1,2,156,29,26,0,0,0,10,2,20,24,4
1606,2019-08-12 05:32:00,75,11,14,6,0,11,0,2,20,30,80,0,2,2,146,26,19,0,0,0,9,1,17,27,2
1607,2019-08-12 05:34:00,95,9,15,8,0,8,0,3,14,25,115,0,10,1,162,22,26,0,0,0,7,0,13,34,21
1608,2019-08-12 05:36:00,73,11,15,11,0,16,0,2,3,11,94,0,21,2,139,21,25,0,0,0,6,3,16,37,9
1609,2019-08-12 05:38:00,76,7,0,4,0,20,0,3,26,22,109,0,1,1,162,23,33,0,0,0,4,4,18,27,2
1610,2019-08-12 05:40:00,83,12,15,18,0,20,0,4,24,24,99,0,1,2,162,30,25,0,0,0,6,4,26,39,2
1611,2019-08-12 05:42:00,89,10,15,5,0,13,0,2,27,28,96,0,0,1,160,45,29,0,0,2,4,6,19,36,4
1612,2019-08-12 05:44:00,82,13,15,9,0,15,0,2,3,29,103,0,23,1,131,56,30,0,0,0,7,3,24,38,2
1613,2019-08-12 05:46:00,79,17,15,15,0,13,0,4,18,30,99,0,10,2,172,47,21,0,0,0,7,1,21,29,2
1614,2019-08-12 05:48:00,84,13,13,16,0,13,0,6,23,18,104,0,0,1,163,33,38,0,0,0,8,2,22,39,2
1615,2019-08-12 05:50:00,102,15,16,19,0,13,0,5,24,20,93,0,1,4,147,27,52,0,0,0,6,2,18,29,2
1616,2019-08-12 05:52:00,103,19,17,17,0,9,0,9,7,25,109,0,19,1,143,41,46,0,0,0,5,1,23,34,2
1617,2019-08-12 05:54:00,101,19,17,20,0,17,0,8,4,26,98,0,17,2,162,41,42,0,0,0,7,2,16,45,2
1618,2019-08-12 05:56:00,90,19,17,16,0,20,0,7,28,24,106,0,2,3,157,43,37,0,0,0,7,0,18,39,3
1619,2019-08-12 05:58:00,86,11,15,23,0,14,0,9,24,21,96,0,1,5,154,39,33,0,0,0,6,0,19,38,2
1620,2019-08-12 06:00:00,79,13,16,19,0,21,0,6,24,24,103,0,11,4,154,37,24,0,0,0,6,1,17,45,3
1621,2019-08-12 06:02:00,79,11,16,17,0,13,0,8,7,15,100,0,21,6,173,39,40,0,0,0,6,0,24,48,2
1622,2019-08-12 06:04:00,70,10,15,23,0,13,0,12,18,14,109,0,14,6,170,44,37,0,0,0,5,0,25,67,3
