,time,0000000006dd41f6,000000000f4919c9,0000000019fb59c4,00000000342570c2,0000000038bf9618,0000000038d83d41,000000004ef3150d,0000000053c6c2be,00000000675d5200,000000006b087f40,000000006b44cce7,0000000074f765a7,000000007b5207b6,0000000096918cfa,00000000a53ed894,00000000aa852af1,00000000afef4555,00000000b33a8357,00000000cd16b8ef,00000000d747f075,00000000e8a064a4,00000000f1124bca,00000000fb7600be,00000000fdda10fe,00000000fffb8cf0
3579,2019-08-14 23:18:00,5,3,0,4,0,12,0,3,2,5,65,0,4,0,3,5,0,0,0,0,0,0,0,0,0
3580,2019-08-14 23:20:00,7,2,0,5,0,13,0,4,3,4,70,0,3,0,2,4,0,0,0,0,0,0,0,0,0
3581,2019-08-14 23:22:00,4,2,0,4,0,9,0,5,2,4,67,0,4,0,6,5,0,0,0,0,0,0,0,0,0
3582,2019-08-14 23:24:00,5,0,0,5,0,14,0,4,2,2,65,0,4,0,4,4,0,0,0,0,0,0,0,0,0
3583,2019-08-14 23:26:00,4,0,0,4,0,11,0,4,6,3,65,0,0,0,4,4,0,0,0,0,0,0,0,0,0
3584,2019-08-14 23:28:00,5,0,0,6,0,11,0,5,6,3,65,0,0,0,2,4,0,0,0,0,0,0,0,0,0
3585,2019-08-14 23:30:00,8,0,0,5,0,11,0,4,2,6,68,0,4,0,2,5,0,0,0,0,0,0,0,0,0
3586,2019-08-14 23:32:00,6,2,0,4,0,9,0,4,2,2,68,0,4,0,5,8,0,0,0,0,0,0,0,0,0
3587,2019-08-14 23:34:00,5,0,0,5,0,12,0,6,2,3,64,0,4,0,4,9,0,0,0,0,0,0,0,0,0
3588,2019-08-14 23:36:00,4,3,0,5,0,11,0,6,2,2,59,0,3,0,4,4,0,0,0,0,0,0,0,0,0
3589,2019-08-14 23:38:00,7,0,0,4,0,12,0,5,1,7,60,0,4,0,2,7,0,0,0,0,0,0,0,0,0
3590,2019-08-14 23:40:00,5,0,0,6,0,11,0,4,2,6,68,0,4,0,2,6,0,0,0,0,0,0,0,0,0
3591,2019-08-14 23:42:00,6,0,0,6,0,14,0,6,2,5,66,0,4,0,5,8,0,0,0,0,0,0,0,0,0
3592,2019-08-14 23:44:00,8,0,0,5,0,11,0,6,4,5,58,0,1,0,3,4,0,0,0,0,0,0,0,0,0
3593,2019-08-14 23:46:00,9,0,0,5,0,14,0,6,6,2,67,0,0,0,2,9,0,0,0,0,0,0,0,0,0
3594,2019-08-14 23:48:00,7,0,0,6,0,12,0,7,6,2,68,0,0,0,5,8,0,0,0,0,0,0,0,0,0
3595,2019-08-14 23:50:00,7,2,0,5,0,18,0,3,2,6,64,0,4,0,2,4,0,0,0,0,0,0,0,0,0
3596,2019-08-14 23:52:00,5,0,0,6,0,11,0,6,2,2,56,0,4,0,5,4,0,0,0,0,0,0,0,0,0
3597,2019-08-14 23:54:00,6,1,0,5,0,16,0,4,2,5,54,0,4,0,4,7,0,0,0,0,0,0,0,0,0
3598,2019-08-14 23:56:00,8,0,0,5,0,13,0,4,3,5,60,0,3,0,5,5,0,0,0,0,0,0,0,0,0
3599,2019-08-14 23:58:00,7,0,0,4,0,10,0,4,5,11,55,0,1,0,3,10,0,0,0,0,0,0,0,0,0
3600,2019-08-15 00:00:00,6,0,0,5,0,12,0,6,3,5,66,0,2,0,3,9,0,0,0,0,0,0,0,0,0
3601,2019-08-15 00:02:00,7,2,0,7,0,14,0,6,2,8,58,0,4,0,2,5,0,0,0,0,0,0,0,0,0
3602,2019-08-15 00:04:00,7,0,0,4,0,14,0,5,2,11,57,0,4,0,2,4,0,0,0,0,0,0,0,0,0
3603,2019-08-15 00:06:00,7,0,0,6,0,11,0,5,2,10,69,0,4,0,4,5,0,0,0,0,0,0,0,0,0
3604,2019-08-15 00:08:00,4,2,0,6,0,15,0,7,4,7,62,0,2,0,3,4,0,0,0,0,0,0,0,0,0
3605,2019-08-15 00:10:00,7,0,0,6,0,13,0,7,2,6,60,0,4,0,3,4,0,0,0,0,0,0,0,0,0
3606,2019-08-15 00:12:00,8,0,0,4,0,12,0,6,2,8,63,0,4,0,3,4,0,0,0,0,0,0,0,0,0
3607,2019-08-15 00:14:00,7,0,0,6,0,10,0,7,6,8,67,0,0,0,4,4,0,0,0,0,0,0,0,0,0
3608,2019-08-15 00:16:00,6,0,0,5,0,9,0,8,4,7,67,0,2,0,2,5,0,0,0,0,0,0,0,0,0
3609,2019-08-15 00:18:00,9,0,0,6,0,14,0,6,5,6,61,0,0,0,3,5,0,0,0,0,0,0,0,0,0
3610,2019-08-15 00:20:00,7,0,0,6,0,12,0,5,6,5,65,0,0,0,3,9,0,0,0,0,0,0,0,0,0
3611,2019-08-15 00:22:00,6,0,0,5,0,10,0,7,6,9,63,0,0,0,2,4,0,0,0,0,0,0,0,0,0
3612,2019-08-15 00:24:00,6,0,0,6,0,17,0,5,3,6,60,0,2,0,4,4,0,0,0,0,0,0,0,0,0
3613,2019-08-15 00:26:00,9,0,0,5,0,13,0,4,6,1,61,0,0,0,2,4,0,0,0,0,0,0,0,0,0
3614,2019-08-15 00:28:00,8,1,0,5,0,14,0,7,6,3,62,0,0,0,2,5,0,0,0,0,0,0,0,0,0
3615,2019-08-15 00:30:00,8,0,0,4,0,13,0,4,2,6,58,0,4,0,3,5,0,0,0,0,0,0,0,0,0
3616,2019-08-15 00:32:00,8,0,0,5,0,13,0,4,4,5,66,0,2,0,2,4,0,0,0,0,0,0,0,0,0
3617,2019-08-15 00:34:00,9,0,0,6,0,13,0,5,4,3,62,0,2,0,3,5,0,0,0,0,0,0,0,0,0
3618,2019-08-15 00:36:00,8,0,0,5,0,11,0,6,6,4,64,0,0,0,4,4,0,0,0,0,0,0,0,0,0
3619,2019-08-15 00:38:00,6,0,0,6,0,10,0,7,6,4,65,0,0,0,3,6,0,0,0,0,0,0,0,0,0
3620,2019-08-15 00:40:00,8,0,0,6,0,14,0,4,5,6,54,0,1,0,3,4,0,0,0,0,0,0,0,0,0
3621,2019-08-15 00:42:00,7,1,0,4,0,11,0,7,4,4,59,0,0,0,3,8,0,0,0,0,0,0,0,0,0
3622,2019-08-15 00:44:00,7,0,0,6,0,13,0,5,6,6,56,0,0,0,4,6,0,0,0,0,0,0,0,0,0
3623,2019-08-15 00:46:00,4,0,0,5,0,15,0,5,2,11,63,0,4,0,3,4,0,0,0,0,0,0,0,0,0
3624,2019-08-15 00:48:00,6,0,0,5,0,12,0,6,5,8,61,0,1,0,2,4,0,0,0,0,0,0,0,0,0
3625,2019-08-15 00:50:00,6,0,0,5,0,17,0,6,2,4,58,0,4,0,4,4,0,0,0,0,0,0,0,0,0
3626,2019-08-15 00:52:00,6,0,0,4,0,11,0,4,6,4,63,0,0,0,3,4,0,0,0,0,0,0,0,0,0
3627,2019-08-15 00:54:00,6,0,0,4,0,15,0,4,6,4,59,0,0,0,2,5,0,0,0,0,0,0,0,0,0
3628,2019-08-15 00:56:00,7,0,0,6,0,15,0,6,6,2,62,0,0,0,3,4,0,0,0,0,0,0,0,0,0
3629,2019-08-15 00:58:00,4,0,0,5,0,14,0,5,6,5,64,0,0,0,2,11,0,0,0,0,0,0,0,0,0
3630,2019-08-15 01:00:00,6,0,0,5,0,14,0,6,6,8,64,0,0,0,2,5,0,0,0,0,0,0,0,0,0
3631,2019-08-15 01:02:00,7,0,0,6,0,14,0,4,7,9,63,0,0,0,3,5,0,0,0,0,0,0,0,0,0
3632,2019-08-15 01:04:00,7,0,0,6,0,13,0,7,2,7,59,0,4,0,3,6,0,0,0,0,0,0,0,0,0
3633,2019-08-15 01:06:00,8,0,0,4,0,14,0,6,5,7,59,0,0,0,3,4,0,0,0,0,0,0,0,0,0
3634,2019-08-15 01:08:00,7,0,0,5,0,18,0,6,5,3,50,0,2,0,2,4,0,0,0,0,0,0,0,0,0
3635,2019-08-15 01:10:00,8,0,0,6,0,15,0,5,6,9,58,0,0,0,5,4,0,0,0,0,0,0,0,0,0
3636,2019-08-15 01:12:00,6,0,0,4,0,12,0,6,5,10,62,0,1,0,3,6,0,0,0,0,0,0,0,0,0
3637,2019-08-15 01:14:00,6,0,0,5,0,14,0,6,6,10,60,0,0,0,2,3,0,0,0,0,0,0,0,0,0
3638,2019-08-15 01:16:00,7,1,0,5,0,11,0,6,6,8,61,0,0,0,3,4,0,0,0,0,0,0,0,0,0
3639,2019-08-15 01:18:00,6,0,0,5,0,14,0,6,5,8,61,0,0,0,2,4,0,0,0,0,0,0,0,0,0
3640,2019-08-15 01:20:00,7,0,0,5,0,12,0,5,4,7,61,0,3,0,2,4,0,0,0,0,0,0,0,0,0
3641,2019-08-15 01:22:00,5,0,0,5,0,10,0,4,5,9,62,0,0,0,3,6,0,0,0,0,0,0,0,0,0
3642,2019-08-15 01:24:00,7,0,0,6,0,12,0,5,5,7,54,0,0,0,4,6,0,0,0,0,0,0,0,0,0
3643,2019-08-15 01:26:00,7,0,0,4,0,14,0,4,6,8,57,0,0,0,3,6,0,0,0,0,0,0,0,0,0
3644,2019-08-15 01:28:00,6,0,0,5,0,13,0,4,4,5,59,0,2,0,2,6,0,0,0,0,0,0,0,0,0
3645,2019-08-15 01:30:00,9,0,0,5,0,15,0,5,6,4,58,0,0,0,2,6,0,0,0,0,0,0,0,0,0
3646,2019-08-15 01:32:00,8,0,0,4,0,16,0,5,6,5,66,0,0,0,3,6,0,0,0,0,0,0,0,0,0
3647,2019-08-15 01:34:00,7,0,0,4,0,15,0,5,6,6,58,0,0,0,2,6,0,0,0,0,0,0,0,0,0
3648,2019-08-15 01:36:00,6,0,0,4,0,14,0,4,6,6,65,0,0,0,3,6,0,0,0,0,0,0,0,0,0
3649,2019-08-15 01:38:00,7,0,0,4,0,9,0,5,6,8,56,0,0,0,3,6,0,0,0,0,0,0,0,0,0
3650,2019-08-15 01:40:00,6,0,0,4,0,10,0,5,6,7,63,0,0,0,2,10,0,0,0,0,0,0,0,0,0
3651,2019-08-15 01:42:00,8,1,0,4,0,13,0,4,6,6,57,0,0,0,2,5,0,0,0,0,0,0,0,0,0
3652,2019-08-15 01:44:00,4,0,0,5,0,15,0,4,5,7,59,0,1,0,2,4,0,0,0,0,0,0,0,0,0
3653,2019-08-15 01:46:00,7,0,0,4,0,14,0,5,6,4,49,0,0,0,2,4,0,0,0,0,0,0,0,0,0
3654,2019-08-15 01:48:00,5,0,0,4,0,11,0,4,5,6,58,0,0,0,4,4,0,0,0,0,0,0,0,0,0
3655,2019-08-15 01:50:00,5,0,0,4,0,11,0,4,4,7,59,0,1,0,2,4,0,0,0,0,0,0,0,0,0
3656,2019-08-15 01:52:00,6,1,0,6,0,14,0,5,6,9,60,0,0,0,3,5,0,0,0,0,0,0,0,0,0
3657,2019-08-15 01:54:00,9,0,0,4,0,14,0,4,6,7,58,0,0,0,3,4,0,0,0,0,0,0,0,0,0
3658,2019-08-15 01:56:00,7,0,0,4,0,13,0,5,6,6,51,0,0,0,2,4,0,0,0,0,0,0,0,0,0
3659,2019-08-15 01:58:00,8,0,0,5,0,14,0,4,4,6,47,0,2,0,2,7,0,0,0,0,0,0,0,0,0
3660,2019-08-15 02:00:00,6,0,0,5,0,13,0,4,6,6,49,0,0,0,5,6,0,0,0,0,0,0,0,0,0
3661,2019-08-15 02:02:00,7,0,0,6,0,15,0,4,5,7,61,0,0,0,4,4,0,0,0,0,0,0,0,0,0
3662,2019-08-15 02:04:00,10,0,0,6,0,15,0,4,6,14,59,0,0,0,3,6,0,0,0,0,0,0,0,0,0
3663,2019-08-15 02:06:00,7,1,0,4,0,16,0,5,5,12,53,0,2,0,3,4,0,0,0,0,0,0,0,0,0
3664,2019-08-15 02:08:00,7,2,0,6,0,14,0,4,5,11,46,0,0,0,3,5,0,0,0,0,0,0,0,0,0
3665,2019-08-15 02:10:00,12,0,0,6,0,15,0,4,7,9,55,0,0,0,4,6,0,0,0,0,0,0,0,0,0
3666,2019-08-15 02:12:00,12,0,0,4,0,18,0,5,6,6,61,0,0,0,2,8,0,0,0,0,0,0,0,0,0
3667,2019-08-15 02:14:00,5,0,0,5,0,11,0,5,6,5,55,0,2,0,4,4,0,0,0,0,0,0,0,0,0
3668,2019-08-15 02:16:00,9,0,0,5,0,16,0,4,7,11,57,0,0,0,4,4,0,0,0,0,0,0,0,0,0
3669,2019-08-15 02:18:00,10,0,0,6,0,16,0,5,7,10,53,0,0,0,4,6,0,0,0,0,0,0,0,0,0
3670,2019-08-15 02:20:00,10,0,0,6,0,16,0,4,6,6,53,0,0,0,7,4,0,0,0,0,0,0,0,0,0
3671,2019-08-15 02:22:00,9,0,0,5,0,17,0,4,5,6,56,0,2,0,5,5,0,0,0,0,0,0,0,0,0
3672,2019-08-15 02:24:00,11,0,0,4,0,14,0,6,6,6,56,0,1,0,4,5,0,0,0,0,0,0,0,0,0
3673,2019-08-15 02:26:00,15,1,0,6,0,20,0,5,7,8,55,0,0,0,3,6,0,0,0,0,0,0,0,0,0
3674,2019-08-15 02:28:00,23,2,0,6,0,14,0,5,7,8,61,0,0,0,17,6,0,0,0,0,0,0,0,0,0
3675,2019-08-15 02:30:00,87,0,0,6,0,16,0,5,4,7,58,0,2,0,29,6,0,0,0,0,0,0,0,0,0
3676,2019-08-15 02:32:00,163,0,0,5,0,14,0,5,6,6,51,0,1,0,28,5,0,0,0,0,0,0,0,0,0
3677,2019-08-15 02:34:00,172,0,0,5,1,15,0,6,7,7,56,0,1,0,44,9,0,0,0,0,0,0,0,0,0
3678,2019-08-15 02:36:00,180,0,0,5,0,16,0,3,6,7,53,0,0,0,31,6,0,0,0,0,0,0,0,0,0
3679,2019-08-15 02:38:00,166,0,0,7,0,14,0,4,4,8,55,0,3,0,40,4,0,0,0,0,0,0,0,0,0
3680,2019-08-15 02:40:00,171,0,0,5,0,16,0,4,5,6,63,0,2,0,31,5,0,0,0,0,0,0,0,0,0
3681,2019-08-15 02:42:00,130,1,0,4,0,14,0,4,8,3,53,0,0,0,28,7,0,0,0,0,0,0,0,0,0
3682,2019-08-15 02:44:00,156,0,0,5,0,17,0,5,7,6,57,0,1,0,33,6,0,0,0,0,0,0,0,0,0
3683,2019-08-15 02:46:00,166,0,0,5,0,16,0,5,5,4,64,0,2,0,33,6,0,0,0,0,0,0,0,0,0
3684,2019-08-15 02:48:00,132,0,0,5,0,18,0,6,5,11,65,0,2,0,41,7,0,0,0,0,0,0,0,0,0
3685,2019-08-15 02:50:00,193,0,0,6,0,16,0,4,7,5,61,0,0,0,31,5,0,0,0,0,0,0,0,0,0
3686,2019-08-15 02:52:00,180,2,0,6,0,18,0,4,6,5,65,0,0,0,27,9,0,0,0,0,0,0,0,0,0
3687,2019-08-15 02:54:00,137,0,0,6,0,18,0,4,3,8,61,0,4,0,31,5,0,0,0,0,0,0,0,0,0
3688,2019-08-15 02:56:00,134,0,0,5,0,16,0,4,6,10,65,0,2,0,33,7,0,0,0,0,0,0,0,0,0
3689,2019-08-15 02:58:00,179,0,0,6,1,16,0,7,7,5,68,0,0,0,31,5,0,0,0,0,0,0,0,0,0
3690,2019-08-15 03:00:00,164,4,0,6,0,15,0,7,7,6,64,0,0,0,30,6,0,0,0,0,0,0,0,0,0
3691,2019-08-15 03:02:00,168,0,0,6,0,17,0,6,2,7,74,0,4,0,29,4,0,0,0,0,0,0,0,0,0
3692,2019-08-15 03:04:00,177,1,0,4,0,16,0,4,4,5,66,0,2,0,26,4,0,0,0,0,0,0,0,0,0
3693,2019-08-15 03:06:00,149,1,0,6,2,19,0,5,7,5,59,0,0,0,43,6,0,0,0,0,0,0,0,0,0
3694,2019-08-15 03:08:00,146,2,0,6,0,15,0,4,6,6,63,0,0,0,34,6,0,0,0,0,0,0,0,0,0
3695,2019-08-15 03:10:00,170,0,0,5,0,15,0,5,4,9,68,0,4,0,33,6,0,0,0,0,0,0,0,0,0
3696,2019-08-15 03:12:00,168,0,0,6,0,17,0,6,5,8,69,0,2,0,38,4,0,0,0,0,0,0,0,0,0
3697,2019-08-15 03:14:00,165,0,0,6,0,20,0,6,8,5,68,0,0,0,33,5,0,0,0,0,0,0,0,0,0
3698,2019-08-15 03:16:00,169,2,0,5,1,19,0,3,6,7,65,0,0,0,22,4,0,0,0,0,0,0,0,0,0
3699,2019-08-15 03:18:00,163,1,0,4,0,15,0,5,2,9,70,0,4,0,36,4,0,0,0,0,0,0,0,0,0
3700,2019-08-15 03:20:00,167,2,0,5,0,19,0,6,4,7,64,0,2,0,29,7,0,0,0,0,0,0,0,0,0
3701,2019-08-15 03:22:00,125,2,0,6,2,15,0,5,7,3,66,0,0,0,27,4,0,0,0,0,0,0,0,0,0
3702,2019-08-15 03:24:00,160,0,0,8,1,17,0,6,7,10,68,0,0,0,55,5,0,0,0,0,0,0,0,0,0
3703,2019-08-15 03:26:00,177,0,0,5,0,18,0,5,2,10,68,0,6,0,28,6,0,0,0,0,0,0,0,0,0
3704,2019-08-15 03:28:00,144,0,0,5,0,21,0,7,3,7,61,0,3,0,36,6,0,0,0,0,0,0,0,0,0
3705,2019-08-15 03:30:00,147,0,0,6,0,14,0,6,6,6,61,0,0,0,58,9,0,0,0,0,0,0,0,0,0
3706,2019-08-15 03:32:00,160,0,0,5,0,14,0,6,5,2,62,0,0,0,66,6,0,0,0,0,0,0,0,0,0
3707,2019-08-15 03:34:00,156,0,0,5,1,12,0,5,3,3,63,0,4,0,73,5,0,0,0,0,0,0,0,0,0
3708,2019-08-15 03:36:00,169,2,0,7,2,14,0,6,4,9,71,0,4,0,62,10,0,0,0,0,0,0,0,0,0
3709,2019-08-15 03:38:00,150,3,0,6,0,13,0,5,7,7,57,0,1,0,66,5,0,0,0,0,0,0,0,0,0
3710,2019-08-15 03:40:00,120,2,0,4,0,14,0,4,7,7,80,0,0,0,58,4,0,0,0,0,0,0,0,0,0
3711,2019-08-15 03:42:00,129,2,0,5,0,15,0,8,2,7,66,0,4,0,69,4,0,0,0,0,0,0,0,0,0
3712,2019-08-15 03:44:00,172,1,0,8,3,11,0,4,2,6,73,0,4,0,57,5,0,0,0,0,0,0,0,0,0
3713,2019-08-15 03:46:00,153,2,0,6,3,21,0,5,8,6,69,0,0,0,79,6,0,0,0,0,0,0,0,0,0
3714,2019-08-15 03:48:00,160,4,0,6,0,13,0,6,8,11,79,0,0,0,54,6,0,0,0,0,0,0,0,0,0
3715,2019-08-15 03:50:00,167,2,0,8,3,16,0,9,4,16,65,0,4,0,53,6,0,0,0,0,0,0,0,0,0
3716,2019-08-15 03:52:00,167,1,0,5,0,13,0,6,4,9,75,0,4,0,68,6,0,0,0,0,0,0,0,0,0
3717,2019-08-15 03:54:00,171,1,0,6,0,13,0,4,6,11,81,0,0,0,53,8,0,0,0,0,0,0,0,0,0
3718,2019-08-15 03:56:00,162,2,0,6,0,18,0,4,7,12,83,0,0,0,57,12,0,0,0,0,0,0,0,0,0
3719,2019-08-15 03:58:00,154,0,0,4,3,14,0,3,2,11,79,0,4,0,55,5,0,0,0,0,0,0,0,0,0
3720,2019-08-15 04:00:00,126,1,0,5,1,15,0,4,4,11,75,0,6,0,62,15,0,0,0,0,0,0,0,0,0
3721,2019-08-15 04:02:00,112,2,0,5,4,12,0,4,10,8,65,0,0,0,88,8,0,0,0,0,0,0,0,0,0
3722,2019-08-15 04:04:00,180,2,0,5,0,12,0,7,12,5,65,0,0,0,50,7,0,0,0,0,0,0,0,0,0
3723,2019-08-15 04:06:00,143,2,0,6,1,13,0,4,7,11,68,0,8,0,70,20,0,0,0,0,0,2,0,0,0
3724,2019-08-15 04:08:00,140,2,0,6,3,15,0,6,2,7,82,0,8,0,70,22,0,0,0,0,0,1,0,0,0
3725,2019-08-15 04:10:00,140,2,0,6,4,14,0,4,7,6,73,0,4,0,69,20,0,0,0,0,0,0,0,0,0
3726,2019-08-15 04:12:00,144,2,0,8,0,10,0,3,15,6,71,0,0,0,70,28,0,0,0,0,0,0,0,0,0
3727,2019-08-15 04:14:00,146,2,0,8,2,9,0,5,2,12,61,0,8,2,61,36,0,0,0,0,0,0,0,0,0
3728,2019-08-15 04:16:00,173,0,0,4,0,15,0,4,4,7,71,0,8,0,73,31,0,0,0,0,0,0,0,0,0
3729,2019-08-15 04:18:00,154,0,0,6,1,20,0,4,6,3,61,0,5,0,95,31,0,0,0,0,0,2,0,0,0
3730,2019-08-15 04:20:00,158,2,0,8,0,14,0,7,11,6,68,0,0,0,106,31,0,0,0,0,0,0,0,0,0
3731,2019-08-15 04:22:00,179,2,0,7,0,13,0,4,3,30,66,0,8,0,88,28,0,0,0,0,0,1,0,0,0
3732,2019-08-15 04:24:00,153,2,0,7,0,13,0,4,3,5,71,0,8,0,90,28,0,0,0,0,0,0,0,0,0
3733,2019-08-15 04:26:00,167,1,0,6,0,17,0,7,4,10,80,0,8,0,99,33,0,0,0,0,0,2,0,0,0
3734,2019-08-15 04:28:00,174,1,0,9,0,16,0,4,12,15,89,0,1,0,103,35,0,0,0,0,0,2,0,0,0
3735,2019-08-15 04:30:00,145,6,0,7,0,11,0,5,4,10,81,0,7,0,92,37,0,0,0,0,0,2,0,0,0
3736,2019-08-15 04:32:00,181,6,0,9,2,11,0,4,3,20,75,0,8,0,116,32,0,0,0,0,0,2,0,0,0
3737,2019-08-15 04:34:00,164,6,0,5,0,19,0,6,5,36,83,0,8,0,82,28,0,0,0,0,0,2,0,0,0
3738,2019-08-15 04:36:00,150,4,0,6,0,17,0,4,12,30,88,0,0,0,84,35,0,0,0,0,0,2,0,0,0
3739,2019-08-15 04:38:00,155,13,0,12,2,18,0,4,9,39,64,0,5,0,79,37,0,0,0,0,0,1,0,0,0
3740,2019-08-15 04:40:00,176,10,0,7,1,10,0,4,4,34,76,0,12,0,85,35,0,0,0,0,0,0,0,0,0
3741,2019-08-15 04:42:00,191,7,0,9,2,17,0,5,3,31,75,0,10,0,71,33,0,0,0,0,0,2,0,0,0
3742,2019-08-15 04:44:00,152,8,0,6,0,14,0,4,7,31,76,0,7,0,94,32,0,0,0,0,0,1,0,0,0
3743,2019-08-15 04:46:00,128,8,0,7,15,11,0,4,7,40,74,0,6,0,99,46,0,0,0,0,0,2,0,0,0
3744,2019-08-15 04:48:00,113,9,0,15,1,22,0,6,3,16,72,0,7,0,91,34,0,0,0,0,0,1,0,0,0
3745,2019-08-15 04:50:00,149,8,0,5,0,17,0,6,3,15,74,0,10,0,95,36,0,0,0,0,0,2,0,0,0
3746,2019-08-15 04:52:00,163,9,0,9,1,15,0,4,3,16,76,0,10,0,85,33,0,0,0,0,0,1,0,0,0
3747,2019-08-15 04:54:00,167,11,0,10,3,17,0,5,16,16,71,0,0,0,88,30,0,0,0,0,0,1,0,0,0
3748,2019-08-15 04:56:00,158,9,0,9,0,17,0,5,5,14,64,0,10,0,74,34,0,0,0,0,0,1,0,0,0
3749,2019-08-15 04:58:00,148,1,0,5,2,17,0,3,5,22,69,0,12,0,82,39,0,0,0,0,0,2,0,0,0
3750,2019-08-15 05:00:00,144,1,0,7,3,10,0,8,3,25,84,0,14,0,65,57,0,0,0,0,0,2,0,0,0
3751,2019-08-15 05:02:00,144,5,0,8,0,23,0,7,18,21,66,0,0,0,94,45,0,0,0,0,0,2,0,0,0
3752,2019-08-15 05:04:00,163,5,0,6,8,17,0,5,4,20,79,0,16,0,100,65,0,0,0,0,0,1,0,0,0
3753,2019-08-15 05:06:00,179,14,0,7,7,21,0,5,17,36,80,0,0,0,91,44,0,0,0,0,0,1,0,0,0
3754,2019-08-15 05:08:00,185,13,0,7,1,14,0,7,2,14,70,0,15,0,88,34,0,0,0,0,0,2,0,0,0
3755,2019-08-15 05:10:00,157,11,0,6,0,17,0,6,11,31,83,0,6,0,84,50,0,0,0,0,0,1,0,0,0
3756,2019-08-15 05:12:00,153,12,0,5,4,13,0,6,6,17,88,0,13,0,102,42,0,0,0,0,0,1,0,0,0
3757,2019-08-15 05:14:00,174,11,0,6,0,15,0,4,2,28,89,0,13,0,98,41,0,0,0,0,0,2,0,0,0
3758,2019-08-15 05:16:00,182,18,0,25,3,17,0,5,3,27,95,0,15,0,92,48,0,0,0,0,0,2,0,0,0
3759,2019-08-15 05:18:00,167,15,0,11,2,16,0,6,8,10,99,0,12,0,97,38,0,0,0,0,0,2,0,0,0
3760,2019-08-15 05:20:00,174,10,0,8,0,14,0,4,3,23,91,0,11,0,92,38,0,0,0,0,0,3,0,0,0
3761,2019-08-15 05:22:00,175,9,0,14,0,16,0,4,2,25,92,0,13,0,113,43,0,0,0,0,0,2,0,0,0
3762,2019-08-15 05:24:00,170,12,0,18,2,13,0,5,18,35,104,0,1,0,112,56,0,0,0,0,0,3,0,0,0
3763,2019-08-15 05:26:00,177,10,0,16,0,14,0,9,5,20,88,0,15,0,143,46,0,0,0,0,0,3,0,0,0
3764,2019-08-15 05:28:00,187,12,0,13,2,16,0,8,15,35,84,0,7,0,135,43,0,0,0,0,0,1,0,0,0
3765,2019-08-15 05:30:00,163,12,0,9,2,14,0,3,1,20,98,0,18,0,116,52,0,0,0,0,0,1,0,0,0
3766,2019-08-15 05:32:00,165,9,0,13,0,20,0,11,12,18,86,0,7,0,122,53,0,0,0,0,0,1,0,0,0
3767,2019-08-15 05:34:00,161,13,0,11,2,22,0,6,4,29,65,0,18,0,134,49,0,0,0,0,0,2,0,0,0
3768,2019-08-15 05:36:00,160,15,0,23,8,15,0,6,13,19,89,0,8,1,122,59,0,0,0,0,0,2,0,0,0
3769,2019-08-15 05:38:00,172,11,0,19,1,25,0,6,10,19,93,0,10,0,114,63,0,0,0,0,0,6,0,0,0
3770,2019-08-15 05:40:00,147,13,0,8,2,26,0,11,14,21,88,0,10,0,114,67,0,0,0,0,0,2,0,0,0
3771,2019-08-15 05:42:00,169,17,0,9,0,26,0,12,22,25,103,0,3,0,106,63,0,0,0,0,0,3,0,0,0
3772,2019-08-15 05:44:00,152,19,0,27,4,20,0,11,15,26,89,0,11,0,107,76,0,0,0,0,0,2,0,0,0
3773,2019-08-15 05:46:00,141,14,0,22,4,22,0,10,22,25,88,0,3,2,145,54,0,0,0,0,0,4,0,0,0
3774,2019-08-15 05:48:00,155,16,0,20,8,15,0,8,6,12,73,0,18,1,118,58,0,0,0,0,0,2,0,0,0
3775,2019-08-15 05:50:00,134,23,0,25,1,22,0,16,24,33,100,0,6,0,117,47,0,0,0,0,0,3,0,0,0
3776,2019-08-15 05:52:00,156,19,0,20,2,22,0,10,21,27,96,0,2,0,122,55,0,0,0,0,0,4,0,0,0
3777,2019-08-15 05:54:00,153,28,0,14,7,21,0,7,6,26,85,0,19,0,134,71,0,0,0,0,0,4,0,0,0
3778,2019-08-15 05:56:00,137,16,0,29,4,20,0,12,16,18,87,0,8,0,142,65,0,0,0,0,0,3,0,0,0
3779,2019-08-15 05:58:00,130,19,0,26,8,18,0,11,12,27,94,0,13,0,130,70,0,0,0,0,0,2,0,0,0
3780,2019-08-15 06:00:00,154,25,0,26,4,30,0,13,22,18,90,0,8,1,121,63,0,0,0,0,0,4,0,0,0
3781,2019-08-15 06:02:00,145,21,0,21,3,31,0,10,29,20,95,0,3,0,129,65,0,0,0,0,0,3,0,0,0
3782,2019-08-15 06:04:00,145,12,0,19,2,25,0,12,25,32,98,0,6,0,133,61,0,0,0,0,0,2,0,0,0
3783,2019-08-15 06:06:00,128,15,0,55,4,21,0,11,7,22,85,0,23,2,136,56,0,0,0,0,0,2,0,0,0
3784,2019-08-15 06:08:00,137,19,0,28,4,28,0,13,12,20,85,0,15,6,147,43,0,0,0,0,0,4,0,0,0
3785,2019-08-15 06:10:00,162,23,0,31,7,24,0,14,29,20,80,0,2,6,136,79,0,0,0,0,0,1,0,0,0
3786,2019-08-15 06:12:00,135,23,0,37,2,25,0,16,36,19,99,0,5,2,119,70,0,0,0,0,0,4,0,0,0
