prediction,actual
0.9478590941877627,1.6
1.9808591661974475,2.0
2.091944177932291,3.9
2.4025208375626192,2.0
1.860693586441684,2.8
2.1393042705369254,2.2
2.329864702439295,2.9
1.7691079569147945,1.7
1.6885590884131432,2.4
1.2973879961043195,2.5
1.2132742888164074,2.3
1.2406299467507296,2.9
0.6756561718885763,1.7
1.3040947908408071,1.8
1.0214045760557013,3.0
0.5041168686303337,2.1
0.17063116341330442,1.7
0.48774090646081447,2.1
0.031584626570378305,1.9
0.5129043847335879,2.4
0.305013597599185,2.4
0.24056372156816508,2.0
0.03723172189097568,1.7
-0.02088706227263515,2.0
-0.07786141918418821,2.0
-0.049228438445240386,2.2
0.5354656710967447,2.3
0.3384807997839232,2.6
0.07726529768277146,1.9
0.3771924952687158,2.9
0.35282590164119654,1.5
0.3954702929395779,2.2
0.6474624796777562,1.7
0.5743522963681187,2.3
0.9907006049124192,2.2
0.2910633233322102,2.1
0.3835994548764745,2.3
0.13655611993223715,1.9
-0.14541983457635865,2.2
-0.010390721833289263,1.9
0.04760941084404635,1.9
0.1445083484223062,2.1
0.1670409017612826,2.0
0.13674851667889243,3.1
0.16343896681726733,2.8
0.670216602891827,3.0
1.012440627098826,2.2
0.7660579623041741,2.0
0.865919286746319,2.0
0.7357082843893039,1.9
0.8599188453544429,2.5
1.0662642736291588,2.0
0.6685505937371516,2.4
0.9405348461703085,1.7
0.8163383497698788,2.2
0.656341010348612,2.6
0.08518664471145598,2.2
0.6172924759794967,2.4
0.45568309686501607,1.9
0.1969740477909454,2.2
0.24559253185651642,2.1
0.12685346333724112,2.1
0.3411002517352699,2.2
0.8565018220314187,2.5
0.700252916900908,1.7
0.6776888727171837,2.6
0.4398361875953185,2.2
0.9045082012949308,2.1
0.7317594505363445,4.2
1.191863141398926,2.8
1.1044638825451614,2.3
0.7721873226691258,3.6
1.1092821693436434,2.3
0.7497133449009681,3.2
0.4002604259892024,3.6
0.23486274403877871,2.5
0.2972395003750563,2.4
0.31400248018634613,2.6
0.2373558465316563,2.4
0.3017259954304592,2.7
0.010199879520300215,2.4
0.08563542824077786,2.6
0.2958467111155727,2.6
0.004270315990154927,3.1
0.09465282856187685,2.6
0.10441046042598146,3.2
-0.04784588227533959,4.2
-0.1890516246715066,2.4
-0.12483146263411982,2.8
-0.16670340441537235,4.3
-0.08439221185253132,3.1
-0.03992800982734934,2.1
0.0010954439987642672,2.8
-0.10851990604565742,2.1
-0.10388429985246717,3.4
-0.11099343120366711,3.4
-0.15596426050279888,1.8
-0.19847981801709125,3.0
-0.2029840385444146,2.7
-0.22057306055717163,2.7
-0.1440337415181432,2.6
-0.2530971187208877,2.4
-0.20241939377373797,3.8
-0.050724092356119854,3.3
-0.23110672111525332,3.8
-0.25227507113660863,3.0
0.02343746538979019,4.6
-0.059570591900595105,2.1
-0.12763324017961963,5.9
-0.011326700108995169,3.4
-0.030795227791557522,5.9
0.009684567816464096,6.5
0.06893623666303483,5.4
0.07169056909575033,2.7
0.06520666435196176,5.5
0.12481525433790353,3.5
0.2915053939492225,4.7
0.15956377311388792,3.9
0.10810459775944992,3.3
0.39012581581053496,7.5
0.04726926341393778,5.0
-0.032306227058541026,4.1
-0.03973632096523261,6.1
-0.1542993269177657,5.8
0.10656527443458685,5.7
-0.15882793334378675,4.8
-0.30232909546481324,6.2
-0.3174961442019679,6.1
-0.14246315402942855,7.4
-0.31489620752262226,4.5
-0.0867500552435132,9.4
0.17544066055462793,6.8
-0.10019004419164901,5.2
0.11398850142607841,4.7
-0.2754151992900091,14.4
0.22435752231420736,9.9
-0.19122112954264026,10.0
-0.02082108795394788,4.2
-0.04046625197474896,9.3
-0.09972820038382224,8.5
0.1336390768762783,9.5
0.8493312558392319,9.4
-0.19627233338091798,11.3
0.24760866186464625,10.2
-0.3253159477441301,11.4
-0.1281372996935346,6.9
-0.11525989960796323,8.7
-0.04991046843491631,12.2
-0.05821711384496098,11.1
0.16458963293291617,13.7
0.4524732581267301,8.7
0.029112931618755056,11.8
0.44806794731911737,13.1
0.5025565354367245,14.1
0.20488906516831662,6.6
0.19218843519334428,13.2
0.30818759160732156,12.5
0.43637872571838443,10.9
1.139788372620643,14.0
0.2328718922013593,6.5
0.76774153916773,10.3
0.16150371057793222,8.6
0.9948140186659771,11.9
0.8590933817972655,7.0
-0.14734467819417318,16.0
0.3461134414854996,14.1
0.6330633301633526,8.1
2.5497300922000647,16.5
0.8311922698447773,10.5
0.6923481243727565,12.7
1.562554030730226,15.2
2.241109958611588,14.6
2.5398499960216725,15.0
1.4198943049768786,14.5
2.0929448931653667,11.2
1.5206154453134388,13.5
2.0549493069983953,18.7
1.4334546905437833,12.4
2.0220129900880295,19.8
2.190483899011511,10.1
1.555244485195658,14.5
2.975275177681894,15.2
2.392444621431011,16.3
2.844434705759838,15.6
2.2480870523810808,21.3
2.2643632112416157,17.4
2.584842888079706,17.7
3.066202276111028,19.1
2.2702993068044606,18.8
3.3776850890917984,21.9
2.3208957508973214,19.6
2.616577662784664,17.9
2.384023670168361,19.7
2.0914255735440292,22.5
2.6541619476961102,19.9
2.638533285548448,21.9
1.715452106820365,25.0
2.9818434434298666,18.5
2.3676575974971996,19.5
2.566963133252031,18.9
2.633648115128082,26.9
2.328108389423406,20.5
2.7288356964936185,23.2
2.461369935376723,19.2
3.054366726431354,19.2
2.7671035470138605,20.1
2.5949892341398453,19.5
2.70419717550584,24.3
2.376204293067687,23.8
4.169380103359501,23.1
3.188381778112003,20.3
3.9880502396184454,14.5
4.280150487317215,16.2
4.005227317456374,18.0
3.7004447374409324,16.9
3.6391137228048933,20.1
3.781822339087455,25.0
4.068375496544462,20.7
4.2092198192791415,26.2
3.655322620399062,23.0
3.8298904786707055,23.2
3.653644625501201,20.2
4.239915354885014,24.0
4.380663453016581,25.4
3.7467805704862656,16.1
4.397530552882969,23.9
4.804186011288607,19.1
4.662729184195086,30.7
4.782432140642868,27.5
4.83119646989303,25.6
4.65686577324027,23.3
4.631269030378533,25.8
4.914835765210185,22.7
4.3285427686600855,28.1
4.907839004115019,18.0
4.599442265734567,27.0
4.979693019911579,25.2
4.9784095515735345,22.6
5.194223551316384,26.3
5.94434415482813,30.6
5.815464411920573,34.0
5.7095571769213365,23.9
5.787835827349895,27.2
5.962459625095207,29.8
5.696992962056996,28.6
6.095049347532878,30.0
5.704048141958708,28.2
6.489568404796444,26.0
6.2615242412881,28.5
6.426438647230611,34.0
6.566762722624702,26.9
6.796995614769827,34.0
6.826343194098158,29.2
6.645320012890082,27.8
6.311373201803988,33.8
6.574573026802213,28.2
6.308718333603537,23.6
6.825209641642346,34.0
5.917920006182513,36.5
6.841272320963441,32.2
6.223333419739973,37.0
6.343692201041435,41.3
6.430392076699107,39.1
6.336417853392774,34.2
7.0082263366355875,40.4
7.082161379667369,34.1
6.5582075241793945,40.1
7.07629978614105,32.9
7.451456136779356,35.4
7.378284689533032,37.3
7.4954823981253185,39.3
6.127847492524367,34.8
6.465863810718659,29.9
7.185602048338609,37.6
6.89590914158731,25.9
6.8326580162921715,30.6
6.703342089280355,30.4
7.004788730638936,37.8
6.639643953674025,33.1
7.4906861006914625,40.5
6.692148686015358,36.7
6.401541775816966,30.0
6.743551639290217,37.4
6.57957476328275,33.1
7.133628155372676,45.2
6.473125116180626,46.1
6.400327759298577,47.0
6.282079902204046,40.3
6.139785700704522,46.7
6.346628357146528,42.6
6.283889806279177,42.4
6.910820775830345,49.3
6.851285172838985,48.6
7.293232971466708,47.8
7.399309330699239,41.4
7.4372031532079035,49.3
6.493778672555848,50.2
6.707743696078893,38.4
6.942957583367672,40.1
7.380341011003054,42.5
7.354207022434025,46.6
7.768191789979085,42.9
7.847729796880472,46.0
7.734990768808686,43.5
7.2279796834992,36.8
7.677637312011811,44.4
7.4490873131113915,45.3
6.98649055404988,46.7
7.276820350143197,33.8
7.394883769441833,39.2
7.200085461308404,40.4
8.107513631566945,43.7
8.697266366583847,44.8
8.926833082412088,37.2
