,time,variable,value
3028,13/8/2019 2:00,000000004ef3150d,0
3029,13/8/2019 2:30,000000004ef3150d,0
3030,13/8/2019 3:00,000000004ef3150d,0
3031,13/8/2019 3:30,000000004ef3150d,0
3032,13/8/2019 4:00,000000004ef3150d,0
3033,13/8/2019 4:30,000000004ef3150d,0
3034,13/8/2019 5:00,000000004ef3150d,0
3035,13/8/2019 5:30,000000004ef3150d,0
3036,13/8/2019 6:00,000000004ef3150d,0
3037,13/8/2019 6:30,000000004ef3150d,0
3038,13/8/2019 7:00,000000004ef3150d,0
3039,13/8/2019 7:30,000000004ef3150d,0
3040,13/8/2019 8:00,000000004ef3150d,0
3041,13/8/2019 8:30,000000004ef3150d,0
3042,13/8/2019 9:00,000000004ef3150d,0
3043,13/8/2019 9:30,000000004ef3150d,0
3044,13/8/2019 10:00,000000004ef3150d,0
3045,13/8/2019 10:30,000000004ef3150d,0
3046,13/8/2019 11:00,000000004ef3150d,0
3047,13/8/2019 11:30,000000004ef3150d,0
3048,13/8/2019 12:00,000000004ef3150d,0
3049,13/8/2019 12:30,000000004ef3150d,0
3050,13/8/2019 13:00,000000004ef3150d,0
3051,13/8/2019 13:30,000000004ef3150d,0
3052,13/8/2019 14:00,000000004ef3150d,0
3053,13/8/2019 14:30,000000004ef3150d,0
3054,13/8/2019 15:00,000000004ef3150d,0
3055,13/8/2019 15:30,000000004ef3150d,0
3056,13/8/2019 16:00,000000004ef3150d,0
3057,13/8/2019 16:30,000000004ef3150d,0
3058,13/8/2019 17:00,000000004ef3150d,0
3059,13/8/2019 17:30,000000004ef3150d,0
3060,13/8/2019 18:00,000000004ef3150d,0
3061,13/8/2019 18:30,000000004ef3150d,0
3062,13/8/2019 19:00,000000004ef3150d,0
3063,13/8/2019 19:30,000000004ef3150d,0
3064,13/8/2019 20:00,000000004ef3150d,0
3065,13/8/2019 20:30,000000004ef3150d,0
3066,13/8/2019 21:00,000000004ef3150d,0
3067,13/8/2019 21:30,000000004ef3150d,0
3068,13/8/2019 22:00,000000004ef3150d,0
3069,13/8/2019 22:30,000000004ef3150d,0
3070,13/8/2019 23:00,000000004ef3150d,0
3071,13/8/2019 23:30,000000004ef3150d,0
3072,14/8/2019 0:00,000000004ef3150d,0
3073,14/8/2019 0:30,000000004ef3150d,0
3074,14/8/2019 1:00,000000004ef3150d,0
3075,14/8/2019 1:30,000000004ef3150d,0
3076,14/8/2019 2:00,000000004ef3150d,0
3077,14/8/2019 2:30,000000004ef3150d,0
3078,14/8/2019 3:00,000000004ef3150d,0
3079,14/8/2019 3:30,000000004ef3150d,0
3080,14/8/2019 4:00,000000004ef3150d,0
3081,14/8/2019 4:30,000000004ef3150d,0
3082,14/8/2019 5:00,000000004ef3150d,0
3083,14/8/2019 5:30,000000004ef3150d,0
3084,14/8/2019 6:00,000000004ef3150d,0
3085,14/8/2019 6:30,000000004ef3150d,0
3086,14/8/2019 7:00,000000004ef3150d,0
3087,14/8/2019 7:30,000000004ef3150d,0
3088,14/8/2019 8:00,000000004ef3150d,0
3089,14/8/2019 8:30,000000004ef3150d,0
3090,14/8/2019 9:00,000000004ef3150d,0
3091,14/8/2019 9:30,000000004ef3150d,0
3092,14/8/2019 10:00,000000004ef3150d,0
3093,14/8/2019 10:30,000000004ef3150d,0
3094,14/8/2019 11:00,000000004ef3150d,0
3095,14/8/2019 11:30,000000004ef3150d,0
3096,14/8/2019 12:00,000000004ef3150d,0
3097,14/8/2019 12:30,000000004ef3150d,0
3098,14/8/2019 13:00,000000004ef3150d,0
3099,14/8/2019 13:30,000000004ef3150d,0
3100,14/8/2019 14:00,000000004ef3150d,0
3101,14/8/2019 14:30,000000004ef3150d,0
3102,14/8/2019 15:00,000000004ef3150d,0
3103,14/8/2019 15:30,000000004ef3150d,0
3104,14/8/2019 16:00,000000004ef3150d,0
3105,14/8/2019 16:30,000000004ef3150d,0
3106,14/8/2019 17:00,000000004ef3150d,0
3107,14/8/2019 17:30,000000004ef3150d,0
3108,14/8/2019 18:00,000000004ef3150d,0
3109,14/8/2019 18:30,000000004ef3150d,0
3110,14/8/2019 19:00,000000004ef3150d,0
3111,14/8/2019 19:30,000000004ef3150d,0
3112,14/8/2019 20:00,000000004ef3150d,0
3113,14/8/2019 20:30,000000004ef3150d,0
3114,14/8/2019 21:00,000000004ef3150d,0
3115,14/8/2019 21:30,000000004ef3150d,0
3116,14/8/2019 22:00,000000004ef3150d,0
3117,14/8/2019 22:30,000000004ef3150d,0
3118,14/8/2019 23:00,000000004ef3150d,0
3119,14/8/2019 23:30,000000004ef3150d,0
3120,15/8/2019 0:00,000000004ef3150d,0
3121,15/8/2019 0:30,000000004ef3150d,0
3122,15/8/2019 1:00,000000004ef3150d,0
3123,15/8/2019 1:30,000000004ef3150d,0
3124,15/8/2019 2:00,000000004ef3150d,0
3125,15/8/2019 2:30,000000004ef3150d,0
3126,15/8/2019 3:00,000000004ef3150d,0
3127,15/8/2019 3:30,000000004ef3150d,0
3128,15/8/2019 4:00,000000004ef3150d,0
3129,15/8/2019 4:30,000000004ef3150d,0
3130,15/8/2019 5:00,000000004ef3150d,0
3131,15/8/2019 5:30,000000004ef3150d,0
3132,15/8/2019 6:00,000000004ef3150d,0
3133,15/8/2019 6:30,000000004ef3150d,0
3134,15/8/2019 7:00,000000004ef3150d,0
3135,15/8/2019 7:30,000000004ef3150d,0
3136,15/8/2019 8:00,000000004ef3150d,0
3137,15/8/2019 8:30,000000004ef3150d,0
3138,15/8/2019 9:00,000000004ef3150d,0
3139,15/8/2019 9:30,000000004ef3150d,0
3140,15/8/2019 10:00,000000004ef3150d,0
3141,15/8/2019 10:30,000000004ef3150d,0
3142,15/8/2019 11:00,000000004ef3150d,0
3143,15/8/2019 11:30,000000004ef3150d,0
3144,15/8/2019 12:00,000000004ef3150d,0
3145,15/8/2019 12:30,000000004ef3150d,0
3146,15/8/2019 13:00,000000004ef3150d,0
3147,15/8/2019 13:30,000000004ef3150d,0
3148,15/8/2019 14:00,000000004ef3150d,0
3149,15/8/2019 14:30,000000004ef3150d,0
3150,15/8/2019 15:00,000000004ef3150d,0
3151,15/8/2019 15:30,000000004ef3150d,0
3152,15/8/2019 16:00,000000004ef3150d,0
3153,15/8/2019 16:30,000000004ef3150d,0
3154,15/8/2019 17:00,000000004ef3150d,0
3155,15/8/2019 17:30,000000004ef3150d,0
3156,15/8/2019 18:00,000000004ef3150d,0
3157,15/8/2019 18:30,000000004ef3150d,0
3158,15/8/2019 19:00,000000004ef3150d,0
3159,15/8/2019 19:30,000000004ef3150d,0
3160,15/8/2019 20:00,000000004ef3150d,0
3161,15/8/2019 20:30,000000004ef3150d,0
3162,15/8/2019 21:00,000000004ef3150d,0
3163,15/8/2019 21:30,000000004ef3150d,0
3164,15/8/2019 22:00,000000004ef3150d,0
3165,15/8/2019 22:30,000000004ef3150d,0
3166,15/8/2019 23:00,000000004ef3150d,0
3167,15/8/2019 23:30,000000004ef3150d,0
3168,16/8/2019 0:00,000000004ef3150d,0
3169,16/8/2019 0:30,000000004ef3150d,0
3170,16/8/2019 1:00,000000004ef3150d,0
3171,16/8/2019 1:30,000000004ef3150d,0
3172,16/8/2019 2:00,000000004ef3150d,0
3173,16/8/2019 2:30,000000004ef3150d,0
3174,16/8/2019 3:00,000000004ef3150d,0
3175,16/8/2019 3:30,000000004ef3150d,0
3176,16/8/2019 4:00,000000004ef3150d,0
3177,16/8/2019 4:30,000000004ef3150d,0
3178,16/8/2019 5:00,000000004ef3150d,0
3179,16/8/2019 5:30,000000004ef3150d,0
3180,16/8/2019 6:00,000000004ef3150d,0
3181,16/8/2019 6:30,000000004ef3150d,0
3182,16/8/2019 7:00,000000004ef3150d,0
3183,16/8/2019 7:30,000000004ef3150d,0
3184,16/8/2019 8:00,000000004ef3150d,0
3185,16/8/2019 8:30,000000004ef3150d,0
3186,16/8/2019 9:00,000000004ef3150d,0
3187,16/8/2019 9:30,000000004ef3150d,0
3188,16/8/2019 10:00,000000004ef3150d,0
3189,16/8/2019 10:30,000000004ef3150d,0
3190,16/8/2019 11:00,000000004ef3150d,0
3191,16/8/2019 11:30,000000004ef3150d,0
3192,16/8/2019 12:00,000000004ef3150d,0
3193,16/8/2019 12:30,000000004ef3150d,0
3194,16/8/2019 13:00,000000004ef3150d,0
3195,16/8/2019 13:30,000000004ef3150d,0
3196,16/8/2019 14:00,000000004ef3150d,0
3197,16/8/2019 14:30,000000004ef3150d,0
3198,16/8/2019 15:00,000000004ef3150d,0
3199,16/8/2019 15:30,000000004ef3150d,0
3200,16/8/2019 16:00,000000004ef3150d,0
3201,16/8/2019 16:30,000000004ef3150d,0
3202,16/8/2019 17:00,000000004ef3150d,0
3203,16/8/2019 17:30,000000004ef3150d,0
3204,16/8/2019 18:00,000000004ef3150d,0
3205,16/8/2019 18:30,000000004ef3150d,0
3206,16/8/2019 19:00,000000004ef3150d,0
3207,16/8/2019 19:30,000000004ef3150d,0
3208,16/8/2019 20:00,000000004ef3150d,0
3209,16/8/2019 20:30,000000004ef3150d,0
3210,16/8/2019 21:00,000000004ef3150d,0
3211,16/8/2019 21:30,000000004ef3150d,0
3212,16/8/2019 22:00,000000004ef3150d,0
3213,16/8/2019 22:30,000000004ef3150d,0
3214,16/8/2019 23:00,000000004ef3150d,0
3215,16/8/2019 23:30,000000004ef3150d,0
3216,17/8/2019 0:00,000000004ef3150d,0
3217,17/8/2019 0:30,000000004ef3150d,0
3218,17/8/2019 1:00,000000004ef3150d,0
3219,17/8/2019 1:30,000000004ef3150d,0
3220,17/8/2019 2:00,000000004ef3150d,0
3221,17/8/2019 2:30,000000004ef3150d,0
3222,17/8/2019 3:00,000000004ef3150d,0
3223,17/8/2019 3:30,000000004ef3150d,0
3224,17/8/2019 4:00,000000004ef3150d,0
3225,17/8/2019 4:30,000000004ef3150d,0
3226,17/8/2019 5:00,000000004ef3150d,0
3227,17/8/2019 5:30,000000004ef3150d,0
3228,17/8/2019 6:00,000000004ef3150d,0
3229,17/8/2019 6:30,000000004ef3150d,0
3230,17/8/2019 7:00,000000004ef3150d,0
3231,17/8/2019 7:30,000000004ef3150d,0
3232,17/8/2019 8:00,000000004ef3150d,0
3233,17/8/2019 8:30,000000004ef3150d,0
3234,17/8/2019 9:00,000000004ef3150d,0
3235,17/8/2019 9:30,000000004ef3150d,0
3236,17/8/2019 10:00,000000004ef3150d,0
3237,17/8/2019 10:30,000000004ef3150d,0
3238,17/8/2019 11:00,000000004ef3150d,0
3239,17/8/2019 11:30,000000004ef3150d,0
3240,17/8/2019 12:00,000000004ef3150d,0
3241,17/8/2019 12:30,000000004ef3150d,0
3242,17/8/2019 13:00,000000004ef3150d,0
3243,17/8/2019 13:30,000000004ef3150d,0
3244,17/8/2019 14:00,000000004ef3150d,0
3245,17/8/2019 14:30,000000004ef3150d,0
3246,17/8/2019 15:00,000000004ef3150d,0
3247,17/8/2019 15:30,000000004ef3150d,0
3248,17/8/2019 16:00,000000004ef3150d,0
3249,17/8/2019 16:30,000000004ef3150d,0
3250,17/8/2019 17:00,000000004ef3150d,0
3251,17/8/2019 17:30,000000004ef3150d,0
3252,17/8/2019 18:00,000000004ef3150d,0
3253,17/8/2019 18:30,000000004ef3150d,0
3254,17/8/2019 19:00,000000004ef3150d,0
3255,17/8/2019 19:30,000000004ef3150d,0
3256,17/8/2019 20:00,000000004ef3150d,0
3257,17/8/2019 20:30,000000004ef3150d,0
3258,17/8/2019 21:00,000000004ef3150d,0
3259,17/8/2019 21:30,000000004ef3150d,0
3260,17/8/2019 22:00,000000004ef3150d,0
3261,17/8/2019 22:30,000000004ef3150d,0
3262,17/8/2019 23:00,000000004ef3150d,0
3263,17/8/2019 23:30,000000004ef3150d,0
3264,18/8/2019 0:00,000000004ef3150d,0
3265,18/8/2019 0:30,000000004ef3150d,0
3266,18/8/2019 1:00,000000004ef3150d,0
3267,18/8/2019 1:30,000000004ef3150d,0
3268,18/8/2019 2:00,000000004ef3150d,0
3269,18/8/2019 2:30,000000004ef3150d,0
3270,18/8/2019 3:00,000000004ef3150d,0
3271,18/8/2019 3:30,000000004ef3150d,0
3272,18/8/2019 4:00,000000004ef3150d,0
3273,18/8/2019 4:30,000000004ef3150d,0
3274,18/8/2019 5:00,000000004ef3150d,0
3275,18/8/2019 5:30,000000004ef3150d,0
3276,18/8/2019 6:00,000000004ef3150d,0
3277,18/8/2019 6:30,000000004ef3150d,0
3278,18/8/2019 7:00,000000004ef3150d,0
3279,18/8/2019 7:30,000000004ef3150d,0
3280,18/8/2019 8:00,000000004ef3150d,0
3281,18/8/2019 8:30,000000004ef3150d,0
3282,18/8/2019 9:00,000000004ef3150d,0
3283,18/8/2019 9:30,000000004ef3150d,0
3284,18/8/2019 10:00,000000004ef3150d,0
3285,18/8/2019 10:30,000000004ef3150d,0
3286,18/8/2019 11:00,000000004ef3150d,0
3287,18/8/2019 11:30,000000004ef3150d,0
3288,18/8/2019 12:00,000000004ef3150d,0
3289,18/8/2019 12:30,000000004ef3150d,0
3290,18/8/2019 13:00,000000004ef3150d,0
3291,18/8/2019 13:30,000000004ef3150d,0
3292,18/8/2019 14:00,000000004ef3150d,0
3293,18/8/2019 14:30,000000004ef3150d,0
3294,18/8/2019 15:00,000000004ef3150d,0
3295,18/8/2019 15:30,000000004ef3150d,0
3296,18/8/2019 16:00,000000004ef3150d,0
3297,18/8/2019 16:30,000000004ef3150d,0
3298,18/8/2019 17:00,000000004ef3150d,0
3299,18/8/2019 17:30,000000004ef3150d,0
3300,18/8/2019 18:00,000000004ef3150d,0
3301,18/8/2019 18:30,000000004ef3150d,0
3302,18/8/2019 19:00,000000004ef3150d,0
3303,18/8/2019 19:30,000000004ef3150d,0
3304,18/8/2019 20:00,000000004ef3150d,0
3305,18/8/2019 20:30,000000004ef3150d,0
3306,18/8/2019 21:00,000000004ef3150d,0
3307,18/8/2019 21:30,000000004ef3150d,0
3308,18/8/2019 22:00,000000004ef3150d,0
3309,18/8/2019 22:30,000000004ef3150d,0
3310,18/8/2019 23:00,000000004ef3150d,0
3311,18/8/2019 23:30,000000004ef3150d,0
3312,19/8/2019 0:00,000000004ef3150d,0
3313,19/8/2019 0:30,000000004ef3150d,0
3314,19/8/2019 1:00,000000004ef3150d,0
3315,19/8/2019 1:30,000000004ef3150d,0
3316,19/8/2019 2:00,000000004ef3150d,0
3317,19/8/2019 2:30,000000004ef3150d,0
3318,19/8/2019 3:00,000000004ef3150d,0
3319,19/8/2019 3:30,000000004ef3150d,0
3320,19/8/2019 4:00,000000004ef3150d,0
3321,19/8/2019 4:30,000000004ef3150d,0
3322,19/8/2019 5:00,000000004ef3150d,0
3323,19/8/2019 5:30,000000004ef3150d,0
3324,19/8/2019 6:00,000000004ef3150d,0
3325,19/8/2019 6:30,000000004ef3150d,0
3326,19/8/2019 7:00,000000004ef3150d,0
3327,19/8/2019 7:30,000000004ef3150d,0
3328,19/8/2019 8:00,000000004ef3150d,0
3329,19/8/2019 8:30,000000004ef3150d,0
3330,19/8/2019 9:00,000000004ef3150d,0
3331,19/8/2019 9:30,000000004ef3150d,0
3332,19/8/2019 10:00,000000004ef3150d,0
3333,19/8/2019 10:30,000000004ef3150d,0
3334,19/8/2019 11:00,000000004ef3150d,0
3335,19/8/2019 11:30,000000004ef3150d,0
3336,19/8/2019 12:00,000000004ef3150d,0
3337,19/8/2019 12:30,000000004ef3150d,0
3338,19/8/2019 13:00,000000004ef3150d,0
3339,19/8/2019 13:30,000000004ef3150d,0
3340,19/8/2019 14:00,000000004ef3150d,0
3341,19/8/2019 14:30,000000004ef3150d,0
3342,19/8/2019 15:00,000000004ef3150d,0
3343,19/8/2019 15:30,000000004ef3150d,0
3344,19/8/2019 16:00,000000004ef3150d,0
3345,19/8/2019 16:30,000000004ef3150d,0
3346,19/8/2019 17:00,000000004ef3150d,0
3347,19/8/2019 17:30,000000004ef3150d,0
3348,19/8/2019 18:00,000000004ef3150d,0
3349,19/8/2019 18:30,000000004ef3150d,0
3350,19/8/2019 19:00,000000004ef3150d,0
3351,19/8/2019 19:30,000000004ef3150d,0
3352,19/8/2019 20:00,000000004ef3150d,0
3353,19/8/2019 20:30,000000004ef3150d,0
3354,19/8/2019 21:00,000000004ef3150d,0
3355,19/8/2019 21:30,000000004ef3150d,0
3356,19/8/2019 22:00,000000004ef3150d,0
3357,19/8/2019 22:30,000000004ef3150d,0
3358,19/8/2019 23:00,000000004ef3150d,0
3359,19/8/2019 23:30,000000004ef3150d,0
3360,10/8/2019 0:00,0000000053c6c2be,2
3361,10/8/2019 0:30,0000000053c6c2be,2
3362,10/8/2019 1:00,0000000053c6c2be,3
3363,10/8/2019 1:30,0000000053c6c2be,2
3364,10/8/2019 2:00,0000000053c6c2be,3
3365,10/8/2019 2:30,0000000053c6c2be,3
3366,10/8/2019 3:00,0000000053c6c2be,2
3367,10/8/2019 3:30,0000000053c6c2be,3
3368,10/8/2019 4:00,0000000053c6c2be,5
3369,10/8/2019 4:30,0000000053c6c2be,2
3370,10/8/2019 5:00,0000000053c6c2be,4
3371,10/8/2019 5:30,0000000053c6c2be,3
3372,10/8/2019 6:00,0000000053c6c2be,4
3373,10/8/2019 6:30,0000000053c6c2be,22
3374,10/8/2019 7:00,0000000053c6c2be,23
3375,10/8/2019 7:30,0000000053c6c2be,29
3376,10/8/2019 8:00,0000000053c6c2be,49
3377,10/8/2019 8:30,0000000053c6c2be,44
3378,10/8/2019 9:00,0000000053c6c2be,4
3379,10/8/2019 9:30,0000000053c6c2be,3
3380,10/8/2019 10:00,0000000053c6c2be,8
3381,10/8/2019 10:30,0000000053c6c2be,18
3382,10/8/2019 11:00,0000000053c6c2be,10
3383,10/8/2019 11:30,0000000053c6c2be,9
3384,10/8/2019 12:00,0000000053c6c2be,13
3385,10/8/2019 12:30,0000000053c6c2be,11
3386,10/8/2019 13:00,0000000053c6c2be,17
3387,10/8/2019 13:30,0000000053c6c2be,44
3388,10/8/2019 14:00,0000000053c6c2be,48
3389,10/8/2019 14:30,0000000053c6c2be,28
3390,10/8/2019 15:00,0000000053c6c2be,18
3391,10/8/2019 15:30,0000000053c6c2be,9
3392,10/8/2019 16:00,0000000053c6c2be,9
3393,10/8/2019 16:30,0000000053c6c2be,19
3394,10/8/2019 17:00,0000000053c6c2be,21
3395,10/8/2019 17:30,0000000053c6c2be,38
3396,10/8/2019 18:00,0000000053c6c2be,8
3397,10/8/2019 18:30,0000000053c6c2be,8
3398,10/8/2019 19:00,0000000053c6c2be,10
3399,10/8/2019 19:30,0000000053c6c2be,6
3400,10/8/2019 20:00,0000000053c6c2be,6
3401,10/8/2019 20:30,0000000053c6c2be,7
3402,10/8/2019 21:00,0000000053c6c2be,2
3403,10/8/2019 21:30,0000000053c6c2be,3
3404,10/8/2019 22:00,0000000053c6c2be,3
3405,10/8/2019 22:30,0000000053c6c2be,3
3406,10/8/2019 23:00,0000000053c6c2be,2
3407,10/8/2019 23:30,0000000053c6c2be,2
3408,11/8/2019 0:00,0000000053c6c2be,2
3409,11/8/2019 0:30,0000000053c6c2be,2
3410,11/8/2019 1:00,0000000053c6c2be,5
3411,11/8/2019 1:30,0000000053c6c2be,2
3412,11/8/2019 2:00,0000000053c6c2be,3
3413,11/8/2019 2:30,0000000053c6c2be,2
3414,11/8/2019 3:00,0000000053c6c2be,3
3415,11/8/2019 3:30,0000000053c6c2be,2
3416,11/8/2019 4:00,0000000053c6c2be,2
3417,11/8/2019 4:30,0000000053c6c2be,2
3418,11/8/2019 5:00,0000000053c6c2be,2
3419,11/8/2019 5:30,0000000053c6c2be,3
3420,11/8/2019 6:00,0000000053c6c2be,9
3421,11/8/2019 6:30,0000000053c6c2be,42
3422,11/8/2019 7:00,0000000053c6c2be,26
3423,11/8/2019 7:30,0000000053c6c2be,30
3424,11/8/2019 8:00,0000000053c6c2be,41
3425,11/8/2019 8:30,0000000053c6c2be,5
3426,11/8/2019 9:00,0000000053c6c2be,8
3427,11/8/2019 9:30,0000000053c6c2be,4
3428,11/8/2019 10:00,0000000053c6c2be,6
3429,11/8/2019 10:30,0000000053c6c2be,2
3430,11/8/2019 11:00,0000000053c6c2be,2
3431,11/8/2019 11:30,0000000053c6c2be,7
3432,11/8/2019 12:00,0000000053c6c2be,7
3433,11/8/2019 12:30,0000000053c6c2be,5
3434,11/8/2019 13:00,0000000053c6c2be,9
3435,11/8/2019 13:30,0000000053c6c2be,46
3436,11/8/2019 14:00,0000000053c6c2be,55
3437,11/8/2019 14:30,0000000053c6c2be,45
3438,11/8/2019 15:00,0000000053c6c2be,37
3439,11/8/2019 15:30,0000000053c6c2be,66
3440,11/8/2019 16:00,0000000053c6c2be,28
3441,11/8/2019 16:30,0000000053c6c2be,3
3442,11/8/2019 17:00,0000000053c6c2be,4
3443,11/8/2019 17:30,0000000053c6c2be,6
3444,11/8/2019 18:00,0000000053c6c2be,4
3445,11/8/2019 18:30,0000000053c6c2be,3
3446,11/8/2019 19:00,0000000053c6c2be,3
3447,11/8/2019 19:30,0000000053c6c2be,21
3448,11/8/2019 20:00,0000000053c6c2be,3
3449,11/8/2019 20:30,0000000053c6c2be,2
3450,11/8/2019 21:00,0000000053c6c2be,2
3451,11/8/2019 21:30,0000000053c6c2be,3
3452,11/8/2019 22:00,0000000053c6c2be,3
3453,11/8/2019 22:30,0000000053c6c2be,2
3454,11/8/2019 23:00,0000000053c6c2be,2
3455,11/8/2019 23:30,0000000053c6c2be,2
3456,12/8/2019 0:00,0000000053c6c2be,3
3457,12/8/2019 0:30,0000000053c6c2be,2
3458,12/8/2019 1:00,0000000053c6c2be,2
3459,12/8/2019 1:30,0000000053c6c2be,2
3460,12/8/2019 2:00,0000000053c6c2be,2
3461,12/8/2019 2:30,0000000053c6c2be,3
3462,12/8/2019 3:00,0000000053c6c2be,2
3463,12/8/2019 3:30,0000000053c6c2be,3
3464,12/8/2019 4:00,0000000053c6c2be,2
3465,12/8/2019 4:30,0000000053c6c2be,2
3466,12/8/2019 5:00,0000000053c6c2be,8
3467,12/8/2019 5:30,0000000053c6c2be,5
3468,12/8/2019 6:00,0000000053c6c2be,6
3469,12/8/2019 6:30,0000000053c6c2be,24
3470,12/8/2019 7:00,0000000053c6c2be,41
3471,12/8/2019 7:30,0000000053c6c2be,40
3472,12/8/2019 8:00,0000000053c6c2be,8
3473,12/8/2019 8:30,0000000053c6c2be,2
3474,12/8/2019 9:00,0000000053c6c2be,6
3475,12/8/2019 9:30,0000000053c6c2be,4
3476,12/8/2019 10:00,0000000053c6c2be,13
3477,12/8/2019 10:30,0000000053c6c2be,11
3478,12/8/2019 11:00,0000000053c6c2be,9
3479,12/8/2019 11:30,0000000053c6c2be,8
3480,12/8/2019 12:00,0000000053c6c2be,10
3481,12/8/2019 12:30,0000000053c6c2be,10
3482,12/8/2019 13:00,0000000053c6c2be,26
3483,12/8/2019 13:30,0000000053c6c2be,34
3484,12/8/2019 14:00,0000000053c6c2be,6
3485,12/8/2019 14:30,0000000053c6c2be,6
3486,12/8/2019 15:00,0000000053c6c2be,7
3487,12/8/2019 15:30,0000000053c6c2be,8
3488,12/8/2019 16:00,0000000053c6c2be,11
3489,12/8/2019 16:30,0000000053c6c2be,16
3490,12/8/2019 17:00,0000000053c6c2be,25
3491,12/8/2019 17:30,0000000053c6c2be,19
3492,12/8/2019 18:00,0000000053c6c2be,5
3493,12/8/2019 18:30,0000000053c6c2be,7
3494,12/8/2019 19:00,0000000053c6c2be,4
3495,12/8/2019 19:30,0000000053c6c2be,2
3496,12/8/2019 20:00,0000000053c6c2be,3
3497,12/8/2019 20:30,0000000053c6c2be,4
3498,12/8/2019 21:00,0000000053c6c2be,3
3499,12/8/2019 21:30,0000000053c6c2be,2
3500,12/8/2019 22:00,0000000053c6c2be,7
3501,12/8/2019 22:30,0000000053c6c2be,2
3502,12/8/2019 23:00,0000000053c6c2be,2
3503,12/8/2019 23:30,0000000053c6c2be,2
3504,13/8/2019 0:00,0000000053c6c2be,2
3505,13/8/2019 0:30,0000000053c6c2be,3
3506,13/8/2019 1:00,0000000053c6c2be,4
3507,13/8/2019 1:30,0000000053c6c2be,2
3508,13/8/2019 2:00,0000000053c6c2be,2
3509,13/8/2019 2:30,0000000053c6c2be,2
3510,13/8/2019 3:00,0000000053c6c2be,2
3511,13/8/2019 3:30,0000000053c6c2be,2
3512,13/8/2019 4:00,0000000053c6c2be,4
3513,13/8/2019 4:30,0000000053c6c2be,2
3514,13/8/2019 5:00,0000000053c6c2be,7
3515,13/8/2019 5:30,0000000053c6c2be,48
3516,13/8/2019 6:00,0000000053c6c2be,55
3517,13/8/2019 6:30,0000000053c6c2be,75
3518,13/8/2019 7:00,0000000053c6c2be,56
3519,13/8/2019 7:30,0000000053c6c2be,49
3520,13/8/2019 8:00,0000000053c6c2be,37
3521,13/8/2019 8:30,0000000053c6c2be,33
3522,13/8/2019 9:00,0000000053c6c2be,33
3523,13/8/2019 9:30,0000000053c6c2be,31
3524,13/8/2019 10:00,0000000053c6c2be,44
3525,13/8/2019 10:30,0000000053c6c2be,30
3526,13/8/2019 11:00,0000000053c6c2be,31
3527,13/8/2019 11:30,0000000053c6c2be,41
3528,13/8/2019 12:00,0000000053c6c2be,57
3529,13/8/2019 12:30,0000000053c6c2be,52
3530,13/8/2019 13:00,0000000053c6c2be,68
3531,13/8/2019 13:30,0000000053c6c2be,83
3532,13/8/2019 14:00,0000000053c6c2be,73
3533,13/8/2019 14:30,0000000053c6c2be,39
3534,13/8/2019 15:00,0000000053c6c2be,5
3535,13/8/2019 15:30,0000000053c6c2be,5
3536,13/8/2019 16:00,0000000053c6c2be,11
3537,13/8/2019 16:30,0000000053c6c2be,12
3538,13/8/2019 17:00,0000000053c6c2be,10
3539,13/8/2019 17:30,0000000053c6c2be,3
3540,13/8/2019 18:00,0000000053c6c2be,3
3541,13/8/2019 18:30,0000000053c6c2be,4
3542,13/8/2019 19:00,0000000053c6c2be,2
3543,13/8/2019 19:30,0000000053c6c2be,4
3544,13/8/2019 20:00,0000000053c6c2be,2
3545,13/8/2019 20:30,0000000053c6c2be,3
3546,13/8/2019 21:00,0000000053c6c2be,3
3547,13/8/2019 21:30,0000000053c6c2be,2
3548,13/8/2019 22:00,0000000053c6c2be,2
3549,13/8/2019 22:30,0000000053c6c2be,2
3550,13/8/2019 23:00,0000000053c6c2be,3
3551,13/8/2019 23:30,0000000053c6c2be,3
3552,14/8/2019 0:00,0000000053c6c2be,2
3553,14/8/2019 0:30,0000000053c6c2be,2
3554,14/8/2019 1:00,0000000053c6c2be,2
3555,14/8/2019 1:30,0000000053c6c2be,2
3556,14/8/2019 2:00,0000000053c6c2be,2
3557,14/8/2019 2:30,0000000053c6c2be,2
3558,14/8/2019 3:00,0000000053c6c2be,2
3559,14/8/2019 3:30,0000000053c6c2be,2
3560,14/8/2019 4:00,0000000053c6c2be,6
3561,14/8/2019 4:30,0000000053c6c2be,5
3562,14/8/2019 5:00,0000000053c6c2be,5
3563,14/8/2019 5:30,0000000053c6c2be,3
3564,14/8/2019 6:00,0000000053c6c2be,5
3565,14/8/2019 6:30,0000000053c6c2be,45
3566,14/8/2019 7:00,0000000053c6c2be,26
3567,14/8/2019 7:30,0000000053c6c2be,32
3568,14/8/2019 8:00,0000000053c6c2be,5
3569,14/8/2019 8:30,0000000053c6c2be,9
3570,14/8/2019 9:00,0000000053c6c2be,14
3571,14/8/2019 9:30,0000000053c6c2be,2
3572,14/8/2019 10:00,0000000053c6c2be,7
3573,14/8/2019 10:30,0000000053c6c2be,9
3574,14/8/2019 11:00,0000000053c6c2be,8
3575,14/8/2019 11:30,0000000053c6c2be,15
3576,14/8/2019 12:00,0000000053c6c2be,15
3577,14/8/2019 12:30,0000000053c6c2be,15
